"PK_ACTVTY";"FPK_NATURA";"SITECODE";"ACT_CODE";"DESCRIPT_FR";"IN_OUT";"INTENSITY";"INFLUENCE";"POLLUTION";"HABITATS";"ESPECES"
"72615";"8457";"FR4312017";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"H";"-";;;
"72616";"8457";"FR4312017";"H05";"Pollution des sols et déchets solides (hors décharges)";"I";"M";"-";;;
"72617";"8457";"FR4312017";"J02.01.03";"Comblement des fossés, digues, mares, étangs, marais ou trous";"I";"M";"-";;;
"72618";"8457";"FR4312017";"J02.05";"Modifications du fonctionnement hydrographique";"I";"M";"-";;;
"72619";"8457";"FR4312017";"J02.06";"Captages des eaux de surface";"I";"M";"-";;;
"72620";"8457";"FR4312017";"A04.01";"Pâturage intensif";"I";"H";"-";;;
"72621";"8457";"FR4312017";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"72622";"8458";"FR4312032";"H01.03";"Autres sources ponctuelles de pollution des eaux de surface";"B";"H";"-";;;
"72623";"8458";"FR4312032";"B02.02";"Coupe forestière (éclaircie, coupe rase…)";"O";"M";"-";;;
"72624";"8458";"FR4312032";"B03";"Exploitation forestière sans reboisement ou régénération naturelle";"O";"M";"-";;;
"72625";"8458";"FR4312032";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"H";"-";;;
"72626";"8458";"FR4312032";"G01";"Sports de plein air et activités de loisirs et récréatives";"B";"H";"-";;;
"72627";"8458";"FR4312032";"G01.04";"Alpinisme, escalade, spéléologie";"B";"M";"-";;;
"72628";"8458";"FR4312032";"M01.02";"Sécheresses et diminution des précipitations";"B";"H";"-";;;
"72629";"8458";"FR4312032";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"B";"M";"-";;;
"72630";"8458";"FR4312032";"G01.03";"Véhicules motorisés";"B";"M";"-";;;
"72631";"8458";"FR4312032";"G01.05";"Vol-à-voile, delta-plane, parapente, ballon";"B";"H";"-";;;
"72632";"8459";"FR5200624";"F02.02";"Pêche professionnelle active (arts trainants)";"I";"M";"+";;;
"62197";"7671";"FR9301546";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"N";"x";;;
"62198";"7671";"FR9301546";"A04";"Pâturage";"I";"N";"x";;;
"62199";"7671";"FR9301546";"B";"Sylviculture et opérations forestières";"I";"N";"x";;;
"62200";"7671";"FR9301546";"E01";"Zones urbanisées, habitations";"I";"N";"x";;;
"62201";"7671";"FR9301546";"J02.06";"Captages des eaux de surface";"I";"N";"x";;;
"62202";"7671";"FR9301546";"K02";"Evolution biocénotique, succession végétale";"I";"H";"-";;;
"72633";"8459";"FR5200624";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"O";"H";"-";;;
"72634";"8459";"FR5200624";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"72635";"8459";"FR5200624";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"72636";"8459";"FR5200624";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"72637";"8459";"FR5200624";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"M";"-";;;
"72638";"8459";"FR5200624";"F03.01";"Chasse";"I";"M";"-";;;
"72639";"8459";"FR5200624";"A04.02";"Pâturage extensif";"I";"M";"+";;;
"72640";"8459";"FR5200624";"D01";"Routes, sentiers et voies ferrées";"B";"H";"-";;;
"72641";"8459";"FR5200624";"K02.03";"Eutrophisation (naturelle)";"B";"H";"-";;;
"72642";"8460";"FR5200627";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"72643";"8460";"FR5200627";"G05";"Autres intrusions et perturbations humaines";"I";"M";"x";;;
"72644";"8460";"FR5200627";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"72645";"8460";"FR5200627";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"H";"-";;;
"62227";"7676";"FR9400570";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"N";"x";;;
"62228";"7676";"FR9400570";"A04";"Pâturage";"I";"N";"x";;;
"62229";"7676";"FR9400570";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"N";"x";;;
"62230";"7676";"FR9400570";"D03.02";"Voies de navigation";"I";"M";"-";;;
"62231";"7676";"FR9400570";"F03.01";"Chasse";"I";"N";"x";;;
"62232";"7676";"FR9400570";"G01.03";"Véhicules motorisés";"I";"H";"-";;;
"62233";"7676";"FR9400570";"G05";"Autres intrusions et perturbations humaines";"I";"M";"x";;;
"62234";"7676";"FR9400570";"G05.01";"Piétinement, surfréquentation";"I";"L";"x";;;
"62235";"7676";"FR9400570";"L09";"Incendie (naturel)";"I";"H";"-";;;
"62236";"7677";"FR9400609";"A04";"Pâturage";"I";"M";"x";;;
"62237";"7677";"FR9400609";"D01.02";"Routes, autoroutes";"I";"L";"x";;;
"62238";"7677";"FR9400609";"E01.03";"Habitations dispersées";"I";"L";"x";;;
"62239";"7677";"FR9400609";"G01.03";"Véhicules motorisés";"I";"L";"x";;;
"62240";"7677";"FR9400609";"G05";"Autres intrusions et perturbations humaines";"I";"L";"x";;;
"62241";"7677";"FR9400609";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;;
"62242";"7677";"FR9400609";"L09";"Incendie (naturel)";"I";"L";"x";;;
"62243";"7678";"FR9402001";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"62244";"7678";"FR9402001";"G01.01";"Sports nautiques";"I";"L";"x";;;
"62245";"7678";"FR9402001";"K01.01";"Erosion";"I";"M";"x";;;
"62246";"7678";"FR9402001";"L09";"Incendie (naturel)";"I";"H";"-";;;
"62247";"7679";"FR9402010";"C01.05";"Salines";"O";"M";"+";;;
"62248";"7679";"FR9402010";"D03.02";"Voies de navigation";"I";"M";"x";;;
"62249";"7679";"FR9402010";"F01";"Aquaculture (eau douce et marine)";"O";"M";"x";;;
"62250";"7679";"FR9402010";"F02.02";"Pêche professionnelle active (arts trainants)";"I";"L";"+";;;
"62251";"7679";"FR9402010";"F02.03";"Pêche de loisirs";"I";"M";"-";;;
"62252";"7679";"FR9402010";"G01.01";"Sports nautiques";"I";"H";"-";;;
"62253";"7679";"FR9402010";"G01.01";"Sports nautiques";"I";"M";"x";;;
"62254";"7679";"FR9402010";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"M";"-";;;
"62255";"7679";"FR9402010";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"62256";"7679";"FR9402010";"G05";"Autres intrusions et perturbations humaines";"I";"M";"x";;;
"62257";"7679";"FR9402010";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"62258";"7679";"FR9402010";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"62259";"7679";"FR9402010";"K02.03";"Eutrophisation (naturelle)";"I";"M";"-";;;
"62260";"7680";"FR9402017";"H03.03";"Macro-pollution marine (par exemple sacs plastiques, polystyrène)";"I";"M";"-";;;";1349;1224"
"62261";"7680";"FR9402017";"G05.11";"Mort ou blessure d'animaux par collision";"B";"M";"-";;;";1349;1224"
"62262";"7680";"FR9402017";"D03.02";"Voies de navigation";"B";"M";"-";;;";1349;1224"
"62263";"7680";"FR9402017";"G05.02";"Abrasion / dégradation physique des fonds marins";"I";"H";"-";;";1110;1120;1170";
"62264";"7680";"FR9402017";"D03.01";"Zones portuaires";"I";"H";"-";;";1120";
"62265";"7680";"FR9402017";"G01.01";"Sports nautiques";"I";"H";"-";;";1140";
"62266";"7680";"FR9402017";"G01.07";"Plongée avec bouteilles, plongée en apnée (ex : perturbation des phoques et des zones cotières de reproduction des oiseaux)";"I";"H";"-";;";1170";
"62267";"7680";"FR9402017";"G05.01";"Piétinement, surfréquentation";"I";"M";"-";;";1170;1110";
"62268";"7680";"FR9402017";"H03.02";"Dégagement de produits chimiques toxiques à partir de matières déversées dans la mer";"B";"M";"-";;";1110;1170;1120;1160;8330;1140";";1349;1224"
"62269";"7680";"FR9402017";"G05.05";"Entretien intensif des jardins publics / nettoyage des plages";"I";"L";"-";;";1140;1110";
"62270";"7680";"FR9402017";"F02.02";"Pêche professionnelle active (arts trainants)";"I";"M";"-";;";8330;1170";";1349"
"62271";"7680";"FR9402017";"H06.01";"Nuisance et pollution sonores";"B";"M";"-";;;";1349;1224"
"62272";"7680";"FR9402017";"H01.04";"Pollution diffuse des eaux de surface par les déversoirs d'orage ou le ruissellement urbain";"I";"M";"-";;";1160;1170;1120;1110;1140;8330";
"62273";"7680";"FR9402017";"F02.01";"Pêche professionnelle passive (arts dormants)";"I";"H";"-";;";1170";
"62274";"7680";"FR9402017";"M02.04";"Colonisation naturelle d'espèce";"I";"M";"-";;";1120;1110;1170";
"62275";"7680";"FR9402017";"F01.02";"Culture sur filière / élevage en cage";"I";"M";"-";;";1120";
"63794";"7805";"FR1102009";"E01";"Zones urbanisées, habitations";"O";"L";"-";;;
"63795";"7805";"FR1102009";"H06.01";"Nuisance et pollution sonores";"I";"M";"-";;;
"63796";"7805";"FR1102009";"C01.07";"Autres exploitations minières ou activités d'extraction";"I";"H";"-";;;
"63797";"7805";"FR1102009";"E02.02";"Stockage industriel";"I";"M";"-";;;
"63798";"7805";"FR1102009";"G05.04";"Vandalisme";"I";"H";"-";;;
"63799";"7805";"FR1102009";"E01";"Zones urbanisées, habitations";"I";"M";"-";;;
"63800";"7805";"FR1102009";"E03.02";"Dépôts de déchets industriels";"I";"M";"-";;;
"63801";"7805";"FR1102009";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"63793";"7805";"FR1102009";"E03.03";"Dépôts de matériaux inertes";"I";"M";"-";;;
"63802";"7806";"FR2200399";"A03";"Fauche de prairies";"I";"H";"+";;;
"63803";"7806";"FR2200399";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"O";"H";"-";;;
"63804";"7806";"FR2200399";"A08";"Fertilisation";"O";"H";"-";;;
"63805";"7806";"FR2200399";"B02.01";"Replantation d'arbres dans une plantation forestière (après éclaircie…)";"I";"H";"-";;;
"63806";"7806";"FR2200399";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"63807";"7806";"FR2200399";"E03";"Décharges";"B";"M";"-";;;
"63808";"7806";"FR2200399";"E03";"Décharges";"I";"M";"-";;;
"63809";"7806";"FR2200399";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"63810";"7807";"FR2302010";"A04.02";"Pâturage extensif";"B";"H";"+";;;
"63811";"7807";"FR2302010";"E01";"Zones urbanisées, habitations";"I";"H";"-";;;
"63812";"7807";"FR2302010";"E01";"Zones urbanisées, habitations";"O";"M";"-";;;
"63813";"7807";"FR2302010";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"B";"H";"-";;;
"63814";"7807";"FR2302010";"I02";"Espèces autochtones problématiques";"B";"H";"-";;;
"63815";"7808";"FR2400564";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"L";"-";;;
"63816";"7808";"FR2400564";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"63817";"7808";"FR2400564";"E01.01";"Urbanisation continue";"O";"L";"-";;;
"63818";"7809";"FR2600966";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"63819";"7809";"FR2600966";"A09";"Irrigation";"O";"M";"-";;;
"63820";"7809";"FR2600966";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"L";"-";;;
"63821";"7809";"FR2600966";"C01.01";"Extraction de sable et graviers";"B";"M";"-";;;
"63822";"7809";"FR2600966";"D03.02";"Voies de navigation";"I";"L";"-";;;
"63823";"7809";"FR2600966";"E01.03";"Habitations dispersées";"O";"M";"-";;;
"63824";"7809";"FR2600966";"E02.01";"Usine";"O";"M";"-";;;
"63825";"7809";"FR2600966";"E03.03";"Dépôts de matériaux inertes";"I";"L";"-";;;
"63826";"7809";"FR2600966";"G01.01";"Sports nautiques";"B";"M";"-";;;
"63827";"7809";"FR2600966";"G01.03";"Véhicules motorisés";"B";"L";"-";;;
"63828";"7809";"FR2600966";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"B";"M";"-";;;
"63829";"7809";"FR2600966";"I01";"Espèces exotiques envahissantes";"I";"M";"-";;;
"63830";"7809";"FR2600966";"J02.05";"Modifications du fonctionnement hydrographique";"I";"M";"-";;;
"63831";"7809";"FR2600966";"J02.05";"Modifications du fonctionnement hydrographique";"O";"H";"-";;;
"63832";"7809";"FR2600966";"J02.12";"Endigages, remblais, plages artificielles";"I";"M";"-";;;
"63833";"7809";"FR2600966";"K01.01";"Erosion";"B";"M";"+";;;
"63834";"7809";"FR2600966";"L08";"Inondation (processus naturels)";"I";"M";"+";;;
"63835";"7809";"FR2600966";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"63836";"7809";"FR2600966";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"B";"M";"-";;;
"63837";"7809";"FR2600966";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"B";"M";"-";;;
"63838";"7809";"FR2600966";"A08";"Fertilisation";"B";"M";"-";;;
"63839";"7810";"FR2600971";"G05.08";"Fermeture de grottes ou de galeries ";"I";"H";"+";;;
"72646";"8460";"FR5200627";"J02.12";"Endigages, remblais, plages artificielles";"I";"M";"-";;;
"72647";"8460";"FR5200627";"K01.01";"Erosion";"I";"M";"-";;;
"72648";"8460";"FR5200627";"L07";"Tempête, cyclone";"I";"M";"-";;;
"72649";"8460";"FR5200627";"D01";"Routes, sentiers et voies ferrées";"I";"M";"-";;;
"2283";"1908";"FR4100201";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"2284";"1908";"FR4100201";"D01.02";"Routes, autoroutes";"I";"L";"x";;;
"2285";"1908";"FR4100201";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"2286";"1908";"FR4100201";"F03.01";"Chasse";"I";"M";"x";;;
"2287";"1908";"FR4100201";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"x";;;
"2288";"1908";"FR4100201";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"M";"-";;;
"2289";"1908";"FR4100201";"L07";"Tempête, cyclone";"I";"H";"x";;;
"2290";"1909";"FR4100202";"B";"Sylviculture et opérations forestières";"I";"H";"+";;;
"2291";"1909";"FR4100202";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"M";"-";;;
"2292";"1909";"FR4100202";"F03.01";"Chasse";"I";"M";"x";;;
"2293";"1909";"FR4100202";"G01.02";"Randonnée, équitation et véhicules non-motorisés";"I";"L";"-";;;
"2294";"1909";"FR4100202";"G01.06";"Ski, ski hors-piste";"I";"L";"-";;;
"2295";"1909";"FR4100202";"K04.05";"Dégâts provoqués par les herbivores (gibier inclus)";"I";"H";"-";;;
"72650";"8460";"FR5200627";"G01";"Sports de plein air et activités de loisirs et récréatives";"I";"L";"-";;;
"72651";"8460";"FR5200627";"A02";"Modification des pratiques culturales (y compris la culture perenne de produits forestiers non ligneux : oliviers, vergers, vignes…)";"I";"L";"-";;;
"72652";"8460";"FR5200627";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"L";"-";;;
"72653";"8460";"FR5200627";"A03";"Fauche de prairies";"I";"H";"+";;;
"72654";"8460";"FR5200627";"A11";"Autres activités agricoles";"I";"H";"+";;;
"72655";"8460";"FR5200627";"I01";"Espèces exotiques envahissantes";"I";"H";"-";;;
"72656";"8461";"FR5200646";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"M";"x";;;
"72657";"8461";"FR5200646";"A05.01";"Elevage";"I";"M";"x";;;
"72658";"8461";"FR5200646";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"H";"-";;;
"72659";"8461";"FR5200646";"B";"Sylviculture et opérations forestières";"I";"M";"x";;;
"72660";"8461";"FR5200646";"C01.01.01";"Carrières de sable et graviers";"I";"L";"x";;;
"72661";"8461";"FR5200646";"D01.05";"Pont, viaduc";"I";"L";"x";;;
"72662";"8461";"FR5200646";"E01.03";"Habitations dispersées";"I";"L";"-";;;
"72663";"8461";"FR5200646";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"72664";"8461";"FR5200646";"G01.01";"Sports nautiques";"I";"L";"x";;;
"72665";"8461";"FR5200646";"G01.03";"Véhicules motorisés";"I";"H";"-";;;
"72666";"8461";"FR5200646";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"72667";"8461";"FR5200646";"G05";"Autres intrusions et perturbations humaines";"I";"H";"-";;;
"72668";"8461";"FR5200646";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"72669";"8461";"FR5200646";"H01";"Pollution des eaux de surfaces (limniques et terrestres, marines et saumâtres)";"I";"M";"-";;;
"2316";"1912";"FR4100205";"F01";"Aquaculture (eau douce et marine)";"I";"L";"x";;;
"2317";"1912";"FR4100205";"G01.06";"Ski, ski hors-piste";"I";"L";"-";;;
"2318";"1912";"FR4100205";"G02";"Structures de sports et de loisirs";"O";"L";"-";;;
"2319";"1912";"FR4100205";"G05";"Autres intrusions et perturbations humaines";"I";"M";"-";;;
"2320";"1912";"FR4100205";"G05.01";"Piétinement, surfréquentation";"I";"H";"-";;;
"63840";"7810";"FR2600971";"A01";"Mise en culture (y compris augmentation de la surface agricole)";"I";"H";"-";;;
"63841";"7810";"FR2600971";"A04";"Pâturage";"O";"M";"x";;;
"63842";"7810";"FR2600971";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"M";"-";;;
"63843";"7810";"FR2600971";"A11";"Autres activités agricoles";"O";"M";"x";;;
"63844";"7810";"FR2600971";"B";"Sylviculture et opérations forestières";"O";"M";"x";;;
"63845";"7810";"FR2600971";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"L";"-";;;
"63846";"7810";"FR2600971";"C01.01.01";"Carrières de sable et graviers";"O";"L";"x";;;
"63847";"7810";"FR2600971";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"O";"M";"x";;;
"63848";"7810";"FR2600971";"D01.02";"Routes, autoroutes";"O";"M";"x";;;
"63849";"7810";"FR2600971";"D01.04";"Voie ferrée, TGV";"O";"L";"x";;;
"63850";"7810";"FR2600971";"E01.01";"Urbanisation continue";"O";"M";"x";;;
"63851";"7810";"FR2600971";"F03.01";"Chasse";"O";"M";"x";;;
"63852";"7810";"FR2600971";"G05";"Autres intrusions et perturbations humaines";"O";"L";"x";;;
"63853";"7810";"FR2600971";"H06.01";"Nuisance et pollution sonores";"I";"H";"-";;;
"63854";"7810";"FR2600971";"A02.03";"Retournement de prairies";"O";"H";"-";;;
"63855";"7810";"FR2600971";"H06.02";"Pollution lumineuse";"I";"H";"-";;;
"63856";"7810";"FR2600971";"G01.03";"Véhicules motorisés";"I";"L";"-";;;
"63857";"7810";"FR2600971";"A04.02";"Pâturage extensif";"I";"H";"+";;;
"63858";"7810";"FR2600971";"G01.04";"Alpinisme, escalade, spéléologie";"I";"M";"-";;;
"63859";"7810";"FR2600971";"B02.05";"Production forestière non intensive (en laissant les arbres morts ou dépérissants sur pied)";"I";"M";"+";;;
"63860";"7810";"FR2600971";"E06.02";"Reconstruction, rénovation de bâtiments";"I";"M";"-";;;
"63861";"7810";"FR2600971";"D01.01";"Sentiers, chemins, pistes cyclables (y compris route forestière)";"I";"L";"-";;;
"72670";"8461";"FR5200646";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"72671";"8462";"FR5200647";"A04";"Pâturage";"I";"H";"+";;;
"72672";"8462";"FR5200647";"A04.03";"Abandon de systèmes pastoraux, sous-pâturage";"I";"H";"-";;;
"72673";"8462";"FR5200647";"A07";"Utilisation de biocides, d'hormones et de produits chimiques";"I";"H";"-";;;
"72674";"8462";"FR5200647";"B";"Sylviculture et opérations forestières";"I";"H";"x";;;
"72675";"8462";"FR5200647";"B01.02";"Plantation forestière en terrain ouvert (espèces allochtones)";"I";"H";"-";;;
"72676";"8462";"FR5200647";"E01";"Zones urbanisées, habitations";"I";"H";"-";;;
"72677";"8462";"FR5200647";"F01";"Aquaculture (eau douce et marine)";"I";"M";"x";;;
"72678";"8462";"FR5200647";"F03.01";"Chasse";"I";"M";"x";;;
"72679";"8462";"FR5200647";"G01.03";"Véhicules motorisés";"I";"M";"-";;;
"2353";"1914";"FR4100207";"F01";"Aquaculture (eau douce et marine)";"I";"M";"-";;;
"2354";"1914";"FR4100207";"G05";"Autres intrusions et perturbations humaines";"I";"H";"x";;;
"2355";"1914";"FR4100207";"J02.06";"Captages des eaux de surface";"I";"H";"-";;;
"2356";"1914";"FR4100207";"J02.06";"Captages des eaux de surface";"I";"H";"+";;;
