"PK_CONTACT";"FPK_NATURA";"SITECODE";"NAME";"ADDRESS";"EMAIL";"POST_NAME";"POST_CODE";"PHONE"
"12513";"6771";"FR2410024";"EPIC Domaine national de Chambord";"Chateau de Chambord";;"Chambord";"41250";
"12514";"6771";"FR2410024";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12535";"6780";"FR2502009";;;;;;
"12536";"6780";"FR2502009";"Parc Naturel Régional Normandie Maine";"Maison du Parc - BP 05";;"CARROUGES";"61320 ";
"12537";"6780";"FR2502009";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12540";"6782";"FR2600970";"CC Haut Nivernais-Val d'Yonne comme structure animatrice // CENB pour la prestation de l'animation";"1 rue de la Halle";;"Clamecy";"58500";
"12541";"6782";"FR2600970";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12547";"6785";"FR2600993";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12548";"6785";"FR2600993";"Commune de Martigny-le-Comte comme structure animatrice // CENB pour la prestation de l'animation";"Le Bourg";;"Martigny-le-Comte ";"71220 ";
"12551";"6788";"FR3100509";"Office National des Forêts";;;;;
"12552";"6788";"FR3100509";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12553";"6789";"FR4100153";"Conservatoire des Sites Lorraine sur 22 ha cadastrés.";"3 rue Robert Schuman";;"SARREBOURG";" 57400 ";
"12554";"6789";"FR4100153";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12555";"6790";"FR4100154";"Conservatoire des sites Lorrains (sur 43 ha)";"3 rue Robert Schuman";;"SARREBOURG";"57400 ";
"12556";"6790";"FR4100154";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12559";"6792";"FR4100156";;;;;;
"12560";"6792";"FR4100156";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12561";"6792";"FR4100156";"Communautés de communes Damvillers Spincourt";"3, place Louis Bertrand ";;"SPINCOURT";"55230";
"12562";"6792";"FR4100156";"CENL";"3, rue Robert Schuman";;"SARREBOURG";"57400";
"12563";"6793";"FR4100159";"Metz Métropole";"Harmony Park - 11 boulevard Solidarité";;"METZ";"57000";
"12564";"6793";"FR4100159";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12567";"6795";"FR4100162";"Communes d'Allamps";"14 Rue du Lieutenant Clerc ";;"ALLAMPS";"54112 ";
"12568";"6795";"FR4100162";"CENL (pour les sites dont il assure la maîtrise foncière)";"3, rue Robert Schuman";;"Sarrebourg";"57400 ";
"12569";"6795";"FR4100162";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12570";"6796";"FR4100163";"Conservatoire d’Espaces Naturels de Lorraine pour les sites dont il assure la maîtrise foncière et en tant qu'opérateur.";"3 rue Robert Schuman";;"SARREBOURG";"57400 ";
"12571";"6796";"FR4100163";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12572";"6797";"FR4100164";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12573";"6797";"FR4100164";"Conservatoire des Espaces Naturels de Lorraine";"3 rue Robert Schuman";"censarrebourg@cren-lorraine.fr";"Sarrebourg";"57400";
"12574";"6798";"FR4100165";"Pas de gestionnaire";"-";;"-";"0";
"12575";"6798";"FR4100165";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12580";"6801";"FR4100168";"Conservatoire des Sites Lorrains pour les terrains pour lesquels il assure la maîtrise foncière.";"3 Rue du Président Robert Schumann";;"Sarrebourg";" 57400 ";
"12581";"6801";"FR4100168";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12582";"6801";"FR4100168";"Commune de Obergailbach";"17 rue de la Liberté";;"Obergailbach";"57720";
"12583";"6802";"FR4100169";"Conservatoire d’espaces naturels de Lorraine en tant qu'opérateur Natura 2000, gestionnaire de la RNR et pour les sites dont il assure la gestion";"3 rue Robert Schuman ";;"SARREBOURG";"57400";
"12584";"6802";"FR4100169";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12592";"6806";"FR4100178";"Conseil départemental de Meurthe et Moselle";"48, Esplanade Jacques Baudot - C.O. 900 19 ";;"NANCY CEDEX";"54035";
"12593";"6806";"FR4100178";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12596";"6808";"FR4100180";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12597";"6808";"FR4100180";"pas de gestionnaire";"-";;"-";"00000";
"12598";"6809";"FR4100181";"CC de Commercy-Void-Vaucouleurs";"22 rue Louvière";;"Void-Vacon";"55190";
"12599";"6809";"FR4100181";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12600";"6810";"FR4100182";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12601";"6810";"FR4100182";"pas de gestionnaire";"-";;"-";"00000";
"12602";"6811";"FR4100183";"ONF - Agence de Bar le Duc";"60, boulevard Raymond Poincaré - B.P. 20018";;"BAR LE DUC";"55001 ";
"12603";"6811";"FR4100183";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12604";"6811";"FR4100183";"Chambre d'Agriculture de la Meuse";" Les Roises";;"Savonnières-devant-Bar";"55000 ";
"12605";"6811";"FR4100183";"CPIE Meuse";"14 Rue Chaude";;"Bonzée";"55160 ";
"12606";"6812";"FR4100185";"ONF - Agence de Bar le Duc";"60, boulevard Raymond Poincaré - B.P. 20018";;"BAR LE DUC";"55001 ";
"12607";"6812";"FR4100185";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12608";"6812";"FR4100185";"CPIE Meuse";"14 Rue Chaude";;"Bonzée";"55160 ";
"12609";"6812";"FR4100185";"Chambre d'Agriculture de la Meuse";" Les Roises";;"Savonnières-devant-Bar";"55000 ";
"12610";"6813";"FR4100186";"CC du Pays de Stenay et du Val Dunois";"6D avenue de Verdun";;"STENAY";"55700";
"12611";"6813";"FR4100186";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12612";"6814";"FR4100188";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12613";"6814";"FR4100188";"Pas de gestionnaire";" -";;" -";"0";
"12616";"6816";"FR4100191";"CC Ouest Vosgien";"2bis, avenue François de Neufchâteau";;"Neufchâteau";"88300 ";
"12617";"6816";"FR4100191";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12618";"6817";"FR4100192";"Communauté de Communes de Vezouze en Piémont";"38 rue de la Voise BP8";;"BLAMONT";"54450";
"12619";"6817";"FR4100192";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12620";"6818";"FR4100213";"Conservatoire des sites Lorrains pour les parties dont il assure la maîtrise foncière.";"3 rue Robert Schuman";;"SARREBOURG";"57400";
"12621";"6818";"FR4100213";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12622";"6819";"FR4100214";"District Urbain de Faulquemont";"1, Allée René Cassin";;"Faulquemont ";"57380 ";
"12623";"6819";"FR4100214";"CENL (pour la partie dont il assure la maîtrise foncière)";"3 rue Robert Schuman ";"censarrebourg@cren-lorraine.fr";"SARREBOURG";"57400 ";
"12624";"6819";"FR4100214";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12625";"6820";"FR4100215";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12626";"6820";"FR4100215";"Conservatoire d’espaces naturels de Lorraine pour les secteurs pour lesquels il assure une maîtrise foncière.";"3 rue Robert Schuman ";"censarrebourg@cren-lorraine.fr";"SARREBOURG";"57400 ";
"12627";"6820";"FR4100215";"CA Sarreguemines Confluence";"99, rue Maréchal Foch - BP 80805";;"Sarreguemines ";"57208 ";
"12628";"6821";"FR4100216";"Conservatoire d’espaces naturels de Lorraine  (opérateur technique sur le site et responsable de la mise en œuvre du document d'objectifs sur les terrains en propriété ou location)";"3 rue Robert Schuman ";;"SARREBOURG";"57400 ";
"12629";"6821";"FR4100216";"CC de Commercy-Void-Vaucouleurs";"22 rue Louvière";;"Void-Vacon";"55190 ";
"12630";"6821";"FR4100216";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12633";"6823";"FR4100220";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12634";"6823";"FR4100220";"Parc Naturel Régional de Lorraine";"1 rue du quai";;"Pont-à-Mousson";"54700";
"12635";"6824";"FR4100222";"Parc Naturel Régional de Lorraine";"1 rue du Quai";;"Pont-à-Mousson";"54700";
"12636";"6824";"FR4100222";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12637";"6825";"FR4100227";"Conservatoire d'espaces naturels de Lorraine, opérateur du document d'objectifs";"3 rue Robert Schuman";;"SARREBOURG";"57400";
"12638";"6825";"FR4100227";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12639";"6826";"FR4100228";;;;;;
"12640";"6826";"FR4100228";"CC Porte des Vosges Méridionales";"4 Rue des Grands Moulins";;"Remiremont cedex";"88202 ";
"12641";"6826";"FR4100228";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12642";"6827";"FR4100231";"Pas de gestionnaire";"-";"-";"-";"0";
"12643";"6827";"FR4100231";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12646";"6829";"FR4100233";"Conseil général de la Meurthe et Moselle";"48, Esplanade Jacques Baudot - C.O. 900 19";;"NANCY CEDEX";"54035";
"12647";"6829";"FR4100233";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12652";"6831";"FR4100236";" CC de Commercy-Void-Vaucouleurs";"22 rue Louvière";;"Void-Vacon";"55190";
"12653";"6831";"FR4100236";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12654";"6832";"FR4100238";"Conseil Départmental de Meurthe-et-Moselle";"48, Esplanade Jacques Baudot - C.O. 900 19";;"NANCY CEDEX";"54035";
"12655";"6832";"FR4100238";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12660";"6835";"FR4100244";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12661";"6835";"FR4100244";"pas de gestionnaire";"-";;"-";"00000";
"12662";"6836";"FR4100245";"Commune de les Forges";"10 rue de la mairie";;"Les Forges";"88390";
"12663";"6836";"FR4100245";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12664";"6837";"FR4102001";"Parc Naturel Régional de Lorraine";"1 rue du quai";;"Pont-à-Mousson";"54700";
"12665";"6837";"FR4102001";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12677";"6843";"FR7200665";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12678";"6843";"FR7200665";"Chambre d'agriculture de Dordogne - Antenne Périgord Noir ";"place Marc Busson ";;"SARLAT";"24200";
"12679";"6844";"FR7200667";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12680";"6844";"FR7200667";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12681";"6845";"FR7200668";"EPIDOR";"Place de le Laïcité";;"Castelnaud-la-Chapelle";"24250";
"12682";"6845";"FR7200668";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12683";"6846";"FR7200677";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12684";"6846";"FR7200677";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12688";"6848";"FR7200709";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12689";"6848";"FR7200709";"PNR des Landes de Gascogne";" Maison du Parc - 33, route de Bayonne - B.P. 8 ";;"BELIN BELIET";"33830";
"12699";"6853";"FR7200774";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12700";"6853";"FR7200774";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12701";"6854";"FR7200777";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12702";"6854";"FR7200777";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12703";"6855";"FR7200779";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12704";"6855";"FR7200779";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12723";"6865";"FR7200798";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12724";"6865";"FR7200798";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12725";"6866";"FR7200799";;;;;;
"12726";"6866";"FR7200799";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12727";"6866";"FR7200799";"DDT 47";"1722, avenue de Colmar";;"Agen Cedex 9";" 47916 ";
"12728";"6867";"FR7200803";"Syndicat Mixte Eaux et Rivières de l’Entre 2 Mers";"6 rue de l’hôpital";;"RAUZAN";"33420";
"12729";"6867";"FR7200803";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12735";"6870";"FR7200807";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12736";"6870";"FR7200807";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12737";"6871";"FR7200808";;;;;;
"12738";"6871";"FR7200808";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12739";"6871";"FR7200808";"DDT 24";"Cité administrative";;"Périgueux Cedex";"24024";
"12740";"6872";"FR7200811";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12741";"6872";"FR7200811";"Parc Naturel Marin de l'estuaire de la Gironde et de la mer des Pertuis";"Agence française pour la biodiversité - Hôtel des impôts - 3 rue Etchebarne";"julie.bertrand@afbiodiversite.fr";"MARENNES";"17320";
"12742";"6873";"FR7200812";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12743";"6873";"FR7200812";"AUCUN GESTIONNAIRE";"X";;"X";"0";
"12744";"6873";"FR7200812";"Agence Française pour la Biodiversité";"1-3 rue Fondaudège, CS 21227";"guillaume.paquignon@afbiodiversite.fr";"BORDEAUX";"33074";
"12750";"6876";"FR7300827";;;;;;
"12751";"6876";"FR7300827";"Observatoire de la montagne";"Les Forges d'Orlu";;"ORLU";"09110";
"12752";"6876";"FR7300827";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
"12753";"6877";"FR7300829";"OFFICE NATIONAL DES FORETS (Service départemental de l'Ariège)";"9 Rue du Lieutenant Paul Delpech";;"FOIX";"09000";
"12754";"6877";"FR7300829";"Ministère de la Transition écologique - DGALN/DEB/SDET/ET5";"Tour Séquoia";"en3.en.deb.dgaln@developpement-durable.gouv.fr";"La Défense Cedex";"92055";"01.40.81.30.47"
