"PK_DESIGC";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"COVER";"PARENT_ISO"
"21922";"6759";"FR2410003";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"21923";"6759";"FR2410003";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21924";"6759";"FR2410003";"36";"Réserve naturelle nationale";"1";"FRA"
"21925";"6759";"FR2410003";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"21926";"6759";"FR2410003";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"21927";"6759";"FR2410003";"80";"Parc naturel régional";"90";"FRA"
"21928";"6759";"FR2410003";"72";"Zone humide protégée par la convention de Ramsar";"99";"INT"
"21929";"6759";"FR2410003";"93";"Réserve naturelle régionale";"1";"FRA"
"21930";"6759";"FR2410003";"20";"Autre terrain acquis (fondation, association, etc.)";"2";"FRA"
"21931";"6760";"FR2410004";"00";"Aucune protection";;"FRA"
"21932";"6761";"FR2410010";"36";"Réserve naturelle nationale";"1";"FRA"
"21933";"6762";"FR2410011";"00";"Aucune protection";;"FRA"
"21934";"6763";"FR2410012";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";;"FRA"
"21935";"6763";"FR2410012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"21936";"6763";"FR2410012";"80";"Parc naturel régional";"25";"FRA"
"21937";"6764";"FR2410013";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"8";"FRA"
"21938";"6765";"FR2410015";"15";"Terrain acquis par un conservatoire d'espaces naturels";;"FRA"
"21939";"6766";"FR2410016";"52";"Réserve de chasse et de faune sauvage d'ACCA";"1";"FRA"
"21940";"6767";"FR2410017";"36";"Réserve naturelle nationale";"0";"FRA"
"21941";"6767";"FR2410017";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"21942";"6767";"FR2410017";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21943";"6767";"FR2410017";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"21944";"6767";"FR2410017";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"4";"FRA"
"21945";"6768";"FR2410018";"23";"Réserve biologique dirigée";"1";"FRA"
"21946";"6768";"FR2410018";"27";"Réserve biologique domaniale dirigée";"1";"FRA"
"21947";"6768";"FR2410018";"21";"Forêt domaniale";"70";"FRA"
"21948";"6769";"FR2410022";"00";"Aucune protection";"100";"FRA"
"21950";"6771";"FR2410024";"21";"Forêt domaniale";"100";"FRA"
"21951";"6771";"FR2410024";"51";"Réserve nationale de chasse et de faune sauvage";"100";"FRA"
"21971";"6780";"FR2502009";"80";"Parc naturel régional";"100";"FRA"
"21973";"6782";"FR2600970";"32";"Site classé selon la loi de 1930";"1";"FRA"
"21981";"6785";"FR2600993";"00";"Aucune protection";"100";"FRA"
"21984";"6788";"FR3100509";"21";"Forêt domaniale";"100";"FRA"
"21985";"6788";"FR3100509";"80";"Parc naturel régional";"100";"FRA"
"21986";"6789";"FR4100153";"15";"Terrain acquis par un conservatoire d'espaces naturels";"12";"FRA"
"21987";"6789";"FR4100153";"22";"Forêt non domaniale bénéficiant du régime forestier";"72";"FRA"
"21988";"6790";"FR4100154";"15";"Terrain acquis par un conservatoire d'espaces naturels";"32";"FRA"
"21991";"6792";"FR4100156";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"15";"FRA"
"21992";"6793";"FR4100159";"15";"Terrain acquis par un conservatoire d'espaces naturels";"1";"FRA"
"21993";"6793";"FR4100159";"22";"Forêt non domaniale bénéficiant du régime forestier";"5";"FRA"
"21994";"6793";"FR4100159";"32";"Site classé selon la loi de 1930";"27";"FRA"
"21995";"6793";"FR4100159";"80";"Parc naturel régional";"28";"FRA"
"21999";"6795";"FR4100162";"15";"Terrain acquis par un conservatoire d'espaces naturels";"40";"FRA"
"22000";"6796";"FR4100163";"37";"Réserve naturelle volontaire";"1";"FRA"
"22001";"6796";"FR4100163";"15";"Terrain acquis par un conservatoire d'espaces naturels";"10";"FRA"
"22002";"6796";"FR4100163";"80";"Parc naturel régional";"40";"FRA"
"22003";"6797";"FR4100164";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"83";"FRA"
"22005";"6798";"FR4100165";"15";"Terrain acquis par un conservatoire d'espaces naturels";"10";"FRA"
"22013";"6801";"FR4100168";"15";"Terrain acquis par un conservatoire d'espaces naturels";"40";"FRA"
"22014";"6801";"FR4100168";"80";"Parc naturel régional";"100";"FRA"
"22015";"6802";"FR4100169";"15";"Terrain acquis par un conservatoire d'espaces naturels";"41";"FRA"
"22025";"6806";"FR4100178";"15";"Terrain acquis par un conservatoire d'espaces naturels";"3";"FRA"
"22026";"6806";"FR4100178";"22";"Forêt non domaniale bénéficiant du régime forestier";"10";"FRA"
"22027";"6806";"FR4100178";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"11";"FRA"
"22028";"6806";"FR4100178";"21";"Forêt domaniale";"33";"FRA"
"22030";"6808";"FR4100180";"21";"Forêt domaniale";"13";"FRA"
"22031";"6808";"FR4100180";"22";"Forêt non domaniale bénéficiant du régime forestier";"56";"FRA"
"22032";"6809";"FR4100181";"22";"Forêt non domaniale bénéficiant du régime forestier";"100";"FRA"
"22033";"6810";"FR4100182";"21";"Forêt domaniale";"26";"FRA"
"22034";"6810";"FR4100182";"22";"Forêt non domaniale bénéficiant du régime forestier";"74";"FRA"
"22035";"6811";"FR4100183";"22";"Forêt non domaniale bénéficiant du régime forestier";"40";"FRA"
"22036";"6811";"FR4100183";"21";"Forêt domaniale";"48";"FRA"
"22037";"6811";"FR4100183";"72";"Zone humide protégée par la convention de Ramsar";"0";"INT"
"22038";"6812";"FR4100185";"21";"Forêt domaniale";"90";"FRA"
"22039";"6813";"FR4100186";"22";"Forêt non domaniale bénéficiant du régime forestier";"100";"FRA"
"22040";"6814";"FR4100188";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"10";"FRA"
"22041";"6814";"FR4100188";"23";"Réserve biologique dirigée";"25";"FRA"
"22042";"6814";"FR4100188";"27";"Réserve biologique domaniale dirigée";"25";"FRA"
"22043";"6814";"FR4100188";"80";"Parc naturel régional";"100";"FRA"
"22044";"6814";"FR4100188";"29";"Réserve biologique";"100";"FRA"
"22047";"6816";"FR4100191";"15";"Terrain acquis par un conservatoire d'espaces naturels";"3";"FRA"
"22048";"6816";"FR4100191";"22";"Forêt non domaniale bénéficiant du régime forestier";"60";"FRA"
"22049";"6817";"FR4100192";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"22050";"6817";"FR4100192";"21";"Forêt domaniale";"52";"FRA"
"22051";"6818";"FR4100213";"15";"Terrain acquis par un conservatoire d'espaces naturels";"70";"FRA"
"22052";"6819";"FR4100214";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"61";"FRA"
"22055";"6821";"FR4100216";"15";"Terrain acquis par un conservatoire d'espaces naturels";"11";"FRA"
"22060";"6823";"FR4100220";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"3";"FRA"
"22061";"6823";"FR4100220";"22";"Forêt non domaniale bénéficiant du régime forestier";"6";"FRA"
"22062";"6823";"FR4100220";"21";"Forêt domaniale";"58";"FRA"
"22063";"6823";"FR4100220";"80";"Parc naturel régional";"79";"FRA"
"22064";"6824";"FR4100222";"51";"Réserve nationale de chasse et de faune sauvage";"95";"FRA"
"22065";"6824";"FR4100222";"80";"Parc naturel régional";"100";"FRA"
"22066";"6825";"FR4100227";"15";"Terrain acquis par un conservatoire d'espaces naturels";"20";"FRA"
"22067";"6826";"FR4100228";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0";"FRA"
"22068";"6826";"FR4100228";"80";"Parc naturel régional";"4";"FRA"
"22069";"6827";"FR4100231";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"22072";"6829";"FR4100233";"00";"Aucune protection";"100";"FRA"
"22074";"6831";"FR4100236";"15";"Terrain acquis par un conservatoire d'espaces naturels";"0";"FRA"
"22075";"6831";"FR4100236";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"22076";"6831";"FR4100236";"80";"Parc naturel régional";"10";"FRA"
"22077";"6832";"FR4100238";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"22078";"6832";"FR4100238";"13";"Terrain acquis par un département";"3";"FRA"
"22083";"6835";"FR4100244";"15";"Terrain acquis par un conservatoire d'espaces naturels";"2";"FRA"
"22084";"6836";"FR4100245";"15";"Terrain acquis par un conservatoire d'espaces naturels";"15";"FRA"
"22085";"6836";"FR4100245";"22";"Forêt non domaniale bénéficiant du régime forestier";"15";"FRA"
"22086";"6837";"FR4102001";"80";"Parc naturel régional";"49";"FRA"
"22107";"6843";"FR7200665";"31";"Site inscrit selon la loi de 1930";"3";"FRA"
"22108";"6843";"FR7200665";"00";"Aucune protection";"0";"FRA"
"22109";"6843";"FR7200665";"17";"Zone naturelle et forestière de document d'urbanisme";"95";"FRA"
"22110";"6844";"FR7200667";"31";"Site inscrit selon la loi de 1930";"48";"FRA"
"22111";"6844";"FR7200667";"32";"Site classé selon la loi de 1930";"48";"FRA"
"22113";"6844";"FR7200667";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"22114";"6845";"FR7200668";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"0";"FRA"
"22115";"6846";"FR7200677";"11";"Terrain acquis par le Conservatoire du Littoral";"1";"FRA"
"22116";"6846";"FR7200677";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"22117";"6846";"FR7200677";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"12";"FRA"
"22119";"6848";"FR7200709";"80";"Parc naturel régional";"100";"FRA"
"22123";"6853";"FR7200774";"54";"Réserve de chasse et de faune sauvage du domaine public maritime";"100";"FRA"
"22124";"6854";"FR7200777";"11";"Terrain acquis par le Conservatoire du Littoral";"70";"FRA"
"22125";"6855";"FR7200779";"00";"Aucune protection";"100";"FRA"
"22136";"6865";"FR7200798";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"22137";"6866";"FR7200799";"00";"Aucune protection";"100";"FRA"
"22138";"6867";"FR7200803";"00";"Aucune protection";"100";"FRA"
"22139";"6867";"FR7200803";"31";"Site inscrit selon la loi de 1930";"0,03";"FRA"
"22147";"6870";"FR7200807";"00";"Aucune protection";"100";"FRA"
"22148";"6871";"FR7200808";"00";"Aucune protection";"100";"FRA"
"22149";"6872";"FR7200811";"90";"Autre protection";;"FRA"
"22153";"6876";"FR7300827";"00";"Aucune protection";"100";"FRA"
"22154";"6877";"FR7300829";"22";"Forêt non domaniale bénéficiant du régime forestier";"5";"FRA"
"22155";"6877";"FR7300829";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"18";"FRA"
"22156";"6877";"FR7300829";"21";"Forêt domaniale";"22";"FRA"
"22157";"6878";"FR7300842";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"1";"FRA"
"22159";"6880";"FR7300870";"13";"Terrain acquis par un département";"3";"FRA"
"22160";"6880";"FR7300870";"80";"Parc naturel régional";"60";"FRA"
"22161";"6881";"FR7300871";"24";"Réserve biologique intégrale";"1";"FRA"
"22162";"6881";"FR7300871";"23";"Réserve biologique dirigée";"12";"FRA"
"22163";"6881";"FR7300871";"22";"Forêt non domaniale bénéficiant du régime forestier";"13";"FRA"
"22164";"6881";"FR7300871";"21";"Forêt domaniale";"35";"FRA"
"22165";"6882";"FR7300874";"22";"Forêt non domaniale bénéficiant du régime forestier";"2";"FRA"
"22166";"6882";"FR7300874";"80";"Parc naturel régional";"2";"FRA"
"22167";"6883";"FR7300875";"00";"Aucune protection";"100";"FRA"
"22168";"6884";"FR7300876";"00";"Aucune protection";"100";"FRA"
"22169";"6885";"FR7300879";"00";"Aucune protection";"100";"FRA"
"22170";"6886";"FR7300897";"00";"Aucune protection";"100";"FRA"
"22186";"6892";"FR7300915";"80";"Parc naturel régional";"100";"FRA"
"22188";"6894";"FR7300919";"52";"Réserve de chasse et de faune sauvage d'ACCA";"8";"FRA"
"22189";"6894";"FR7300919";"80";"Parc naturel régional";"58";"FRA"
"22194";"6896";"FR7300921";"33";"Parc national, zone coeur";"13";"FRA"
"22195";"6896";"FR7300921";"34";"Parc national, aire d'adhésion";"87";"FRA"
"22196";"6897";"FR7300925";"34";"Parc national, aire d'adhésion";"0";"FRA"
"22197";"6897";"FR7300925";"22";"Forêt non domaniale bénéficiant du régime forestier";"14";"FRA"
"22198";"6897";"FR7300925";"32";"Site classé selon la loi de 1930";"100";"FRA"
"22199";"6897";"FR7300925";"33";"Parc national, zone coeur";"100";"FRA"
"22200";"6898";"FR7300929";"33";"Parc national, zone coeur";"9";"FRA"
"22201";"6898";"FR7300929";"22";"Forêt non domaniale bénéficiant du régime forestier";"37";"FRA"
"22202";"6898";"FR7300929";"36";"Réserve naturelle nationale";"37";"FRA"
"22203";"6898";"FR7300929";"34";"Parc national, aire d'adhésion";"53";"FRA"
"22204";"6898";"FR7300929";"32";"Site classé selon la loi de 1930";"95";"FRA"
"22205";"6898";"FR7300929";"69";"Réserve Biogénétique du Conseil de l'Europe";"39";"INT"
"22206";"6899";"FR7300930";"32";"Site classé selon la loi de 1930";"90";"FRA"
"22207";"6899";"FR7300930";"34";"Parc national, aire d'adhésion";"100";"FRA"
"22208";"6900";"FR7300933";"22";"Forêt non domaniale bénéficiant du régime forestier";"100";"FRA"
"22209";"6901";"FR7300936";"31";"Site inscrit selon la loi de 1930";"85";"FRA"
"22210";"6902";"FR7300940";"22";"Forêt non domaniale bénéficiant du régime forestier";"12";"FRA"
"22211";"6902";"FR7300940";"93";"Réserve naturelle régionale";"98";"FRA"
"22236";"6909";"FR7401111";"31";"Site inscrit selon la loi de 1930";"48";"FRA"
"22237";"6910";"FR7401113";"32";"Site classé selon la loi de 1930";"100";"FRA"
"22239";"6912";"FR7401125";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"62";"FRA"
"22243";"6915";"FR7401130";"31";"Site inscrit selon la loi de 1930";"5";"FRA"
"22246";"6918";"FR7401135";"36";"Réserve naturelle nationale";"35";"FRA"
"22247";"6918";"FR7401135";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"35";"FRA"
"22248";"6918";"FR7401135";"52";"Réserve de chasse et de faune sauvage d'ACCA";"12";"FRA"
"22276";"6929";"FR8201673";"00";"Aucune protection";"100";"FRA"
"22290";"6936";"FR8201699";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"22291";"6936";"FR8201699";"32";"Site classé selon la loi de 1930";"5";"FRA"
"22292";"6936";"FR8201699";"52";"Réserve de chasse et de faune sauvage d'ACCA";"30";"FRA"
"22293";"6936";"FR8201699";"36";"Réserve naturelle nationale";"48";"FRA"
"22294";"6936";"FR8201699";"69";"Réserve Biogénétique du Conseil de l'Europe";"36";"INT"
"22295";"6937";"FR8201700";"32";"Site classé selon la loi de 1930";"29";"FRA"
"22296";"6937";"FR8201700";"52";"Réserve de chasse et de faune sauvage d'ACCA";"55";"FRA"
"22297";"6937";"FR8201700";"31";"Site inscrit selon la loi de 1930";"57";"FRA"
"22298";"6937";"FR8201700";"36";"Réserve naturelle nationale";"88";"FRA"
"22299";"6937";"FR8201700";"69";"Réserve Biogénétique du Conseil de l'Europe";"88";"INT"
"22301";"6939";"FR8201703";"80";"Parc naturel régional";"1";"FRA"
"22302";"6939";"FR8201703";"31";"Site inscrit selon la loi de 1930";"4";"FRA"
"22307";"6941";"FR8201709";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"100";"FRA"
"22312";"6944";"FR8201762";"80";"Parc naturel régional";"87";"FRA"
"22321";"6949";"FR8201780";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"6";"FRA"
"22322";"6949";"FR8201780";"32";"Site classé selon la loi de 1930";"22";"FRA"
"22323";"6949";"FR8201780";"36";"Réserve naturelle nationale";"30";"FRA"
"22324";"6949";"FR8201780";"33";"Parc national, zone coeur";"30";"FRA"
"22325";"6949";"FR8201780";"69";"Réserve Biogénétique du Conseil de l'Europe";"10";"INT"
"22336";"6951";"FR8301037";"15";"Terrain acquis par un conservatoire d'espaces naturels";"60";"FRA"
"22339";"6954";"FR8301049";"22";"Forêt non domaniale bénéficiant du régime forestier";"21,37";"FRA"
"22340";"6954";"FR8301049";"80";"Parc naturel régional";"38,49";"FRA"
"22341";"6954";"FR8301049";"13";"Terrain acquis par un département";"36,66";"FRA"
"22345";"6956";"FR8302016";"15";"Terrain acquis par un conservatoire d'espaces naturels";"50";"FRA"
"22346";"6956";"FR8302016";"80";"Parc naturel régional";"100";"FRA"
"22348";"6959";"FR9101374";"00";"Aucune protection";"100";"FRA"
"22349";"6960";"FR9101381";"31";"Site inscrit selon la loi de 1930";"3";"FRA"
"22350";"6960";"FR9101381";"34";"Parc national, aire d'adhésion";"85";"FRA"
"22351";"6961";"FR9101385";"13";"Terrain acquis par un département";"1";"FRA"
"22352";"6961";"FR9101385";"22";"Forêt non domaniale bénéficiant du régime forestier";"1";"FRA"
"22353";"6961";"FR9101385";"31";"Site inscrit selon la loi de 1930";"2";"FRA"
"22354";"6961";"FR9101385";"21";"Forêt domaniale";"4";"FRA"
"22356";"6963";"FR9101389";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"10";"FRA"
"22357";"6963";"FR9101389";"32";"Site classé selon la loi de 1930";"60";"FRA"
"22359";"6965";"FR9101399";"31";"Site inscrit selon la loi de 1930";"1";"FRA"
"22360";"6965";"FR9101399";"55";"Réserve de pêche";"1";"FRA"
"22361";"6966";"FR9101402";"31";"Site inscrit selon la loi de 1930";"40";"FRA"
"22362";"6967";"FR9101403";"00";"Aucune protection";"100";"FRA"
"22363";"6968";"FR9101413";"00";"Aucune protection";"100";"FRA"
"22366";"6970";"FR9101427";"80";"Parc naturel régional";"100";"FRA"
"22367";"6971";"FR9101428";"21";"Forêt domaniale";"42";"FRA"
"22368";"6971";"FR9101428";"80";"Parc naturel régional";"100";"FRA"
"22369";"6972";"FR9101429";"80";"Parc naturel régional";"100";"FRA"
"22372";"6974";"FR9101433";"00";"Aucune protection";"100";"FRA"
"22374";"6975";"FR9101434";"11";"Terrain acquis par le Conservatoire du Littoral";"100";"FRA"
