"PK_DESIGR";"FPK_NATURA";"SITECODE";"CD_MPRO";"LB_MPRO";"DES_SITE";"OVERLAP";"OVERLAP_P";"NM_SPN";"PARENT_ISO"
"14901";"7167";"FR2610006";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"Réserve de chasse sur DPF";;;;"FRA"
"14902";"7167";"FR2610006";"69";"Réserve Biogénétique du Conseil de l'Europe";"VAL DE SAONE : LA TRUCHERE";;"3";;"INT"
"14903";"7168";"FR2612001";"21";"Forêt domaniale";"Fôret domaniale du Grand Hâ, etc.";"+";"5";;"FRA"
"14904";"7168";"FR2612001";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales soumises";"+";"25";;"FRA"
"14905";"7168";"FR2612001";"32";"Site classé selon la loi de 1930";"Site classé de la Côte mériodionale de Beaune, etc.";"+";"5";;"FRA"
"14906";"7168";"FR2612001";"36";"Réserve naturelle nationale";"Projet de réserve naturelle de la Combe Lavaux";"+";"2";;"FRA"
"14907";"7168";"FR2612001";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Sites de reproduction du faucon pélerin";"+";"1";"FR3800087";"FRA"
"14908";"7168";"FR2612001";"42";"Réserve naturelle conventionnelle";"Pelouses en convention avec le CSNB";"+";"1";;"FRA"
"14913";"7170";"FR2612003";"15";"Terrain acquis par un conservatoire d'espaces naturels";"site de la Combe Choulère (CSNB)";"+";"1";;"FRA"
"14914";"7170";"FR2612003";"21";"Forêt domaniale";"Forêt domaniale de Châtillon et de Jugny";"+";"30";;"FRA"
"14915";"7170";"FR2612003";"22";"Forêt non domaniale bénéficiant du régime forestier";"Forêts communales";"+";"15";;"FRA"
"14916";"7170";"FR2612003";"23";"Réserve biologique dirigée";"Réserve biologique dirigée de Sèche-Bouteille";"+";"1";;"FRA"
"14917";"7171";"FR2612005";"36";"Réserve naturelle nationale";"RN de l'Ile du Girard";"/";"0";;"FRA"
"14918";"7171";"FR2612005";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Basse vallée du Doubs";"+";"35";"FR3800083";"FRA"
"14919";"7171";"FR2612005";"53";"Réserve de chasse et de faune sauvage du domaine public fluvial";"Réserve de chasse du DPF de Fretterans à Lays sur le Doubs";"+";"1";;"FRA"
"14920";"7171";"FR2612005";"55";"Réserve de pêche";"Réserve de pe^che du DPF de Lays sur le Doubs à Longepierre";"+";"1";;"FRA"
"14923";"7176";"FR4100230";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Convention CSL ""Villouxel"" 4.4 ha";;;;"FRA"
"14924";"7176";"FR4100230";"15";"Terrain acquis par un conservatoire d'espaces naturels";"Propriété CSL ""Liffol le Grand"" 2 ha";;;;"FRA"
"14925";"7177";"FR4102002";"21";"Forêt domaniale";"FD de Darney";"*";"5";;"FRA"
"14926";"7177";"FR4102002";"22";"Forêt non domaniale bénéficiant du régime forestier";"FC de Regnevelle";"*";"5";;"FRA"
"14927";"7178";"FR4310027";"31";"Site inscrit selon la loi de 1930";"LAC DE REMORAY A LABERGEMENT-SAINTE-MARIE";"+";"100";;"FRA"
"14928";"7178";"FR4310027";"36";"Réserve naturelle nationale";"Lac de Remoray";"*";"94";"FR3600046";"FRA"
"14929";"7178";"FR4310027";"69";"Réserve Biogénétique du Conseil de l'Europe";"LAC DE REMORAY";"=";"100";;"INT"
"14930";"7178";"FR4310027";"80";"Parc naturel régional";"Haut-Jura";"*";"1";"FR8000015";"FRA"
"14931";"7178";"FR4310027";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Les Vurpillières";"*";"94";;"FRA"
"14932";"7178";"FR4310027";"31";"Site inscrit selon la loi de 1930";"LAC SAINT POINT AUX GRANGETTES";"*";"10";;"FRA"
"14933";"7178";"FR4310027";"21";"Forêt domaniale";"FD du mont Sainte Marie";"*";"32";;"FRA"
"14934";"7178";"FR4310027";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lac Saint Point";"*";"52";"FR3800487";"FRA"
"14935";"7178";"FR4310027";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"La Bonavette";"*";"95";;"FRA"
"14936";"7178";"FR4310027";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Ceinture végétale protégée Lac Saint-Point";"*";"1";;"FRA"
"14937";"7178";"FR4310027";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Le Lhaut";"*";"17";;"FRA"
"14938";"7178";"FR4310027";"29";"Réserve biologique";"RBD de la Grand'cote";"-";"100";;"FRA"
"14941";"7180";"FR4312001";"31";"Site inscrit selon la loi de 1930";"Site de Chapelle des Bois";"*";"8";;"FRA"
"14942";"7181";"FR4312002";"31";"Site inscrit selon la loi de 1930";"Site de Chapelle-des-bois";"*";"2";;"FRA"
"14943";"7183";"FR4312004";"32";"Site classé selon la loi de 1930";"BALLON D'ALSACE";"*";"8";;"FRA"
"14944";"7185";"FR4312006";"31";"Site inscrit selon la loi de 1930";"PARC NOTRE-DAME DE LORETTE DU CHATEAU DE SCEY";"*";"0";;"FRA"
"14945";"7186";"FR4312007";"31";"Site inscrit selon la loi de 1930";"ENSEMBLE URBAIN DE DOLE";"*";"1";;"FRA"
"14946";"7187";"FR4312008";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Etangs Vaillant, du Crêt et du Fort";"+";;"FR3800679";"FRA"
"14947";"7187";"FR4312008";"31";"Site inscrit selon la loi de 1930";"SITE D'ARLAY";"*";"3";;"FRA"
"14948";"7187";"FR4312008";"32";"Site classé selon la loi de 1930";"CHENAIE D'OUSSIERES";"*";"0";;"FRA"
"14966";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"BELVEDERE DU FORT DE MONTFAUCON";"*";"0";;"FRA"
"14967";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"CHATEAU DE ROULANS";"*";"0";;"FRA"
"14968";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"CHATEAU DE VAITE A CHAMPLIVE";"*";"0";;"FRA"
"14969";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"GORGES DE L'AUDEUX A SILLEY-BLEFOND";"+";"0";;"FRA"
"14970";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"LE FAUTEUIL DE GARGANTUA A HIEVRE-PAROISSE";"*";"0";;"FRA"
"14971";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"LES FOSSES DE SAONE";"*";"0";;"FRA"
"14972";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"ROCHERS DU CHATARD ET CUSANCIN A BAUME-LES-DA";"*";"0";;"FRA"
"14973";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"SOURCES DU CUSANCIN ET LEURS ABORDS A CUSANCE";"*";"0";;"FRA"
"14974";"7189";"FR4312010";"31";"Site inscrit selon la loi de 1930";"VUES PANORAMIQUES SUR LAISSEY";"+";"0";;"FRA"
"14975";"7189";"FR4312010";"32";"Site classé selon la loi de 1930";"SOURCES D'ARCIER A VAIRE-ARCIER";"*";"0";;"FRA"
"14976";"7189";"FR4312010";"32";"Site classé selon la loi de 1930";"VALLEE DU CUSANCIN";"*";"12";;"FRA"
"14977";"7190";"FR4312012";"31";"Site inscrit selon la loi de 1930";"CHAPELLE DE SAINT ROMAIN DE ROCHE A PRATZ";"+";"0";;"FRA"
"14978";"7190";"FR4312012";"31";"Site inscrit selon la loi de 1930";"GORGES DE L'ABIME A SAINT CLAUDE";"+";"0";;"FRA"
"14979";"7190";"FR4312012";"31";"Site inscrit selon la loi de 1930";"TERRAIN DE CONTREBAS DU CHEMIN N°69 A SAINT CLAUDE";"*";"0";;"FRA"
"14980";"7190";"FR4312012";"32";"Site classé selon la loi de 1930";"CASCADE DU MOULIN DES BOUCHOUX";"+";"0";;"FRA"
"14981";"7190";"FR4312012";"32";"Site classé selon la loi de 1930";"GORGES DU FLUMEN";"+";"3";;"FRA"
"14982";"7190";"FR4312012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DES BOIS DES COURONNES";"*";"1";;"FRA"
"14983";"7190";"FR4312012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES DU MONT CHABOT";"*";"0";;"FRA"
"14984";"7190";"FR4312012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"FALAISES SOUS LE FOURG";"+";"0";;"FRA"
"14985";"7190";"FR4312012";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"ROCHER DE TIAVY";"*";"0";;"FRA"
"14986";"7190";"FR4312012";"80";"Parc naturel régional";"Haut Jura";"-";"100";"FR8000015";"FRA"
"14987";"7191";"FR4312013";"31";"Site inscrit selon la loi de 1930";"Hospice d'orgelet";"+";"0";;"FRA"
"14988";"7191";"FR4312013";"31";"Site inscrit selon la loi de 1930";"Partie ancienne du village d'arinthod";"+";"0";;"FRA"
"14989";"7191";"FR4312013";"31";"Site inscrit selon la loi de 1930";"Plateforme panoramique de l'ancien chateau d'";"+";"0";;"FRA"
"14990";"7192";"FR4312014";"31";"Site inscrit selon la loi de 1930";"VILLAGE DE CHARIEZ";"*";"6";;"FRA"
"14991";"7192";"FR4312014";"32";"Site classé selon la loi de 1930";"LE SABOT DE FROTEY-LES-VESOUL";"+";"0";;"FRA"
"14992";"7193";"FR4312015";"31";"Site inscrit selon la loi de 1930";"ERMITAGE DE SAINT-VALBERT";"*";"0";;"FRA"
"14993";"7194";"FR4312016";"31";"Site inscrit selon la loi de 1930";"SITE INSCRIT DE BAUME-LES-MESSIEURS";"*";"1";;"FRA"
"14994";"7194";"FR4312016";"32";"Site classé selon la loi de 1930";"SITE CLASSE DE BAUME-LES-MESSIEURS";"*";"42";;"FRA"
"14995";"7194";"FR4312016";"32";"Site classé selon la loi de 1930";"VIGNOBLE DU CHATEAU-CHALON";"*";"2";;"FRA"
"15008";"7196";"FR4312018";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Pelouses sèches de Champlitte";"*";"40";"FR3800553";"FRA"
"15009";"7197";"FR4312019";"31";"Site inscrit selon la loi de 1930";"SITE DU VILLAGE DE RECHESY";"*";"5";;"FRA"
"15010";"7197";"FR4312019";"32";"Site classé selon la loi de 1930";"TILLEULS SUR LA ROUTE DE JONCHERAY A DELLE (A";"*";"0";;"FRA"
"15011";"7198";"FR4312020";"80";"Parc naturel régional";"Haut Jura";;"100";"FR8000015";"FRA"
"15012";"7201";"FR4312027";"80";"Parc naturel régional";"Haut-Jura";"*";"90";"FR8000015";"FRA"
"15013";"7201";"FR4312027";"32";"Site classé selon la loi de 1930";"sept lacs du plateau du Franois";"*";"61";;"FRA"
"15014";"7201";"FR4312027";"32";"Site classé selon la loi de 1930";"Vallée du Hérisson à Bonlieu";"*";"5";;"FRA"
"15015";"7201";"FR4312027";"31";"Site inscrit selon la loi de 1930";"Lac de Narley au Franois";"*";"0";;"FRA"
"15016";"7201";"FR4312027";"21";"Forêt domaniale";"Forêt domaniale de Bonlieu";"*";"8";;"FRA"
"15017";"7201";"FR4312027";"N29";;"La Côte du Maclu";"*";"92";;
"15018";"7201";"FR4312027";"N29";;"Falaises de la forêt de Bonlieu";"+";"100";;
"15019";"7201";"FR4312027";"N29";;"Falaises dominant la ferme de la Vasière du S.O. du Lac de Bonlie";"*";"78";;
"15020";"7201";"FR4312027";"N29";;"Rocher de la Baume de Châtelneuf";"*";"33";;
"15021";"7203";"FR4312029";"N29";;"Bief février";"*";"18";;
"15022";"7203";"FR4312029";"80";"Parc naturel régional";"Haut-Jura";"-";"100";"FR8000015";"FRA"
"15028";"7207";"FR7401138";"13";"Terrain acquis par un département";"PARC NATUREL REGIONAL PERIGORD LIMOUSIN";"+";"100";;"FRA"
"15029";"7207";"FR7401138";"31";"Site inscrit selon la loi de 1930";"RESERVE DE CHASSE";"=";"100";;"FRA"
"15030";"7207";"FR7401138";"52";"Réserve de chasse et de faune sauvage d'ACCA";"SITE INSCRIT";"+";"100";;"FRA"
"15031";"7207";"FR7401138";"80";"Parc naturel régional";"SITE ENS";"=";"100";;"FRA"
"15032";"7208";"FR7401149";"22";"Forêt non domaniale bénéficiant du régime forestier";"Biens sectionnaux forêt d'Epagne";"+";"100";;"FRA"
"15033";"7208";"FR7401149";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Forêt d'Epagne";"+";"100";"FR3800371";"FRA"
"15041";"7213";"FR8201781";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais des Etelles";"*";"1";"FR3800403";"FRA"
"15042";"7213";"FR8201781";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbières de Montendry et de Montgilbert";"*";"9";"FR3800205";"FRA"
"15044";"7215";"FR8210016";"36";"Réserve naturelle nationale";"Marais de Lavours";"=";"100";"FR3600068";"FRA"
"15045";"7216";"FR8210017";"36";"Réserve naturelle nationale";"Hauts Plateaux du Vercors";"=";"100";"FR3600074";"FRA"
"15046";"7216";"FR8210017";"80";"Parc naturel régional";"Vercors";"-";"100";"FR8000001";"FRA"
"15047";"7217";"FR8210018";"36";"Réserve naturelle nationale";"Delta de la Dranse";"=";"100";"FR3600043";"FRA"
"15048";"7217";"FR8210018";"69";"Réserve Biogénétique du Conseil de l'Europe";"DELTA DE LA DRANSE";"=";"100";;"INT"
"15049";"7217";"FR8210018";"72";"Zone humide protégée par la convention de Ramsar";"Rives du Lac Léman";"-";"100";"FR7200003";"INT"
"15050";"7218";"FR8210032";"33";"Parc national, zone coeur";"Vanoise [cœur]";"=";"100";"FR3300001";"FRA"
"15051";"7218";"FR8210032";"36";"Réserve naturelle nationale";"LA VANOISE";"/";"0";;"FRA"
"15052";"7219";"FR8210041";"36";"Réserve naturelle nationale";"Ramières du Val-de-Drôme";"+";"84";"FR3600089";"FRA"
"15053";"7220";"FR8210058";"37";"Réserve naturelle volontaire";"ILES DU HAUT RHONE";"+";"83";;"FRA"
"15054";"7220";"FR8210058";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"LÔNES DU SAUGEY";"+";"17";;"FRA"
"15055";"7221";"FR8210106";"31";"Site inscrit selon la loi de 1930";"Site inscrit Montagne et lac de Lessy";"*";"3";;"FRA"
"15056";"7221";"FR8210106";"32";"Site classé selon la loi de 1930";"Site classé : Lac Bénit (0,1%)";"+";"0";;"FRA"
"15057";"7222";"FR8210114";"31";"Site inscrit selon la loi de 1930";"Site inscrit GORGES DE L'ARDECHE";"*";"18";;"FRA"
"15058";"7222";"FR8210114";"32";"Site classé selon la loi de 1930";"Site classé GROTTES DE SAINT-MARCEL";"+";"0";;"FRA"
"15059";"7222";"FR8210114";"32";"Site classé selon la loi de 1930";"Site classé PONT D'ARC ET SES ABORDS";"+";"17";;"FRA"
"15060";"7222";"FR8210114";"36";"Réserve naturelle nationale";"Gorges de l'Ardèche";"+";"29";"FR3600041";"FRA"
"15061";"7222";"FR8210114";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Massif de la dent de Rez";"+";"53";"FR3800194";"FRA"
"15062";"7223";"FR8212001";"32";"Site classé selon la loi de 1930";"Site classé ""Défilé de Fort L'Ecluse""";"*";"11";;"FRA"
"15063";"7223";"FR8212001";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"L'Etournel";"*";"71";"FR3800430";"FRA"
"15064";"7223";"FR8212001";"80";"Parc naturel régional";"Haut Jura";"*";"71";"FR8000015";"FRA"
"15065";"7225";"FR8212003";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lac d'Aiguebelette";"*";"2";"FR3800204";"FRA"
"15066";"7225";"FR8212003";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Lacs et marais de Saint-Jean de Chevelu";"*";"1";"FR3800206";"FRA"
"15067";"7225";"FR8212003";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Marais du Puits de l'Enfer";"*";"1";"FR3800409";"FRA"
"15068";"7225";"FR8212003";"80";"Parc naturel régional";"Chartreuse";"*";"8";"FR8000004";"FRA"
"15069";"7225";"FR8212003";"93";"Réserve naturelle régionale";"Lac d’Aiguebelette";"*";"10";;"FRA"
"15070";"7226";"FR8212004";"11";"Terrain acquis par le Conservatoire du Littoral";"CONJUX";"+";"0";"FR1100702";"FRA"
"15071";"7226";"FR8212004";"11";"Terrain acquis par le Conservatoire du Littoral";"LE GRAND PORT";"*";"0";"FR1100290";"FRA"
"15072";"7226";"FR8212004";"11";"Terrain acquis par le Conservatoire du Littoral";"Sud du lac du Bourget";"+";"1";;"FRA"
"15073";"7226";"FR8212004";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Ile de Chautagne-Malourdie";"+";"4";"FR3800209";"FRA"
"15074";"7226";"FR8212004";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Rives sud du lac du Bourget";"+";"1";"FR3800203";"FRA"
"15075";"7227";"FR8212005";"29";"Réserve biologique";"RBD du Haut-Chéran (73) et de la Combe d'Ire (74)";"+";"2";;"FRA"
"15076";"7227";"FR8212005";"51";"Réserve nationale de chasse et de faune sauvage";"Réserve nationale de chasse des Bauges (73-74)";"*";"40";;"FRA"
"15077";"7227";"FR8212005";"80";"Parc naturel régional";"Massif des Bauges";"*";"97";"FR8000031";"FRA"
"15078";"7229";"FR8212008";"31";"Site inscrit selon la loi de 1930";"Désert de Platé, Col d'Anterne et haute vallée du Giffre";"*";"39";;"FRA"
"15079";"7229";"FR8212008";"31";"Site inscrit selon la loi de 1930";"Montagne d'Anterne";"+";"5";;"FRA"
"15080";"7229";"FR8212008";"32";"Site classé selon la loi de 1930";"Cirque du Fer à Cheval et fond de la Combe";"*";"15";;"FRA"
"15081";"7229";"FR8212008";"36";"Réserve naturelle nationale";"Passy";"*";"9";"FR3600050";"FRA"
"15082";"7229";"FR8212008";"36";"Réserve naturelle nationale";"RNN de Sixt ";"+";"51";;"FRA"
"15085";"7232";"FR8212012";"36";"Réserve naturelle nationale";"Ile de la Platière";"+";"48";"FR3600079";"FRA"
"15086";"7232";"FR8212012";"80";"Parc naturel régional";"Pilat";"*";"6";"FR8000027";"FRA"
"15087";"7233";"FR8212013";"80";"Parc naturel régional";"Massif des Bauges";"-";"90";"FR8000031";"FRA"
"15088";"7234";"FR8212014";"93";"Réserve naturelle régionale";"Gorge de la Loire";"*";"10";;"FRA"
"15089";"7235";"FR8212015";"80";"Parc naturel régional";"Massif des Bauges";"-";"100";"FR8000031";"FRA"
"15090";"7236";"FR8212016";"31";"Site inscrit selon la loi de 1930";"Marais des Echets (site inscrit)";"*";"0";;"FRA"
"15091";"7237";"FR8212017";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Prairies humides du val de Saône";"*";"41";"FR3800410";"FRA"
"15092";"7238";"FR8212018";"32";"Site classé selon la loi de 1930";"Site classé ""Forêt de Saoû""";"+";"37";;"FRA"
"15093";"7239";"FR8212019";"31";"Site inscrit selon la loi de 1930";"Site inscrit ""Défilé de Trente Pas"" (0,31%)";"+";"0";;"FRA"
"15094";"7239";"FR8212019";"31";"Site inscrit selon la loi de 1930";"Site inscrit ""Gorges d'Ubrieux"" (0,12%)";"*";"0";;"FRA"
"15095";"7239";"FR8212019";"31";"Site inscrit selon la loi de 1930";"Site inscrit ""Maisons du village des Pilles"" (0,09%)";"*";"0";;"FRA"
"15096";"7240";"FR8212020";"11";"Terrain acquis par le Conservatoire du Littoral";"COUDREE";"*";"5";"FR1100286";"FRA"
"15097";"7240";"FR8212020";"31";"Site inscrit selon la loi de 1930";"Château de Coudrée à Sciez (Site inscrit)";"*";"2";;"FRA"
"15098";"7240";"FR8212020";"32";"Site classé selon la loi de 1930";"Domaine de Ripaille (Site classé)";"*";"10";;"FRA"
"15099";"7241";"FR8212021";"31";"Site inscrit selon la loi de 1930";"Montagne du Roy et crête du plateau de Praz-de-Lys (0,02%)";"*";"0";;"FRA"
"15100";"7241";"FR8212021";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Tourbières de Sommand";"*";"1";"FR3800478";"FRA"
"15101";"7242";"FR8212022";"32";"Site classé selon la loi de 1930";"Site classé Défilé de Fort L'Ecluse";"*";"3";;"FRA"
"15102";"7242";"FR8212022";"38";"Arrêté de protection de biotope, d’habitat naturel ou de site d’intérêt géologique";"Versant Ouest du Massif du Vuache";"+";"17";"FR3800669";"FRA"
"15103";"7244";"FR8212024";"31";"Site inscrit selon la loi de 1930";"Site inscrit Mont, église et prieuré de Montverdun (0,06%)";"+";"0";;"FRA"
