"PK_HABIT1_DECL";"FPK_NATURA";"SITECODE";"FPK_HABIT1";"CODE";"LB_HAB_FR";"COVER";"AREA";"CONSERVE";"CONSERVE_METHODE";"COMMENTAIRE"
"35460";"7593";"FR2601004";"13902";"9130-5";"Hêtraies-chênaies à Aspérule odorante et Mélique uniflore";"5,68";"12,44";"B";;
"35461";"7606";"FR7200684";"8420";"9190-1";"Chênaies pédonculées à Molinie bleue";"0,08";"4,04";"C";;
"35462";"7606";"FR7200684";"8422";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,03";"1,4";"B";;
"35463";"7606";"FR7200684";"8418";"3150-1";"Plans d’eau eutrophes avec végétation enracinée avec ou sans feuilles flottantes";"0,02";"0,99";"C";;
"35464";"7606";"FR7200684";"8417";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0,05";"2,37";"C";;
"35465";"7606";"FR7200684";"8419";"4030-7";"Landes atlantiques subsèches";"0,23";"11,39";"B";;"Hésitation avec 4030-8"
"35466";"7606";"FR7200684";"8414";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0";;"C";;
"35467";"7606";"FR7200684";"8414";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"0";;"C";;
"35468";"7606";"FR7200684";"8416";"91E0-11";"Aulnaies à hautes herbes";"0";;"B";;
"35469";"7606";"FR7200684";"8416";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0";;"B";;
"35470";"7606";"FR7200684";"8423";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0,07";"B";;"HIC 6410-6 ou 6410-7"
"35471";"7607";"FR7200685";"16392";"91F0-3";"Chênaies-ormaies à Frêne oxyphylle";"1,16";"11";"B";;
"35472";"7607";"FR7200685";"8424";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"1,03";"9,72";"B";;
"35473";"7607";"FR7200685";"8424";"6430-4";"Mégaphorbiaies eutrophes des eaux douces";"7,84";"74,09";"B";;
"35474";"7607";"FR7200685";"8424";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,02";"0,2";"B";;
"35475";"7607";"FR7200685";"16386";"3110-1";"Eaux stagnantes à végétation vivace oligotrophique planitiaire à collinéenne des régions atlantiques, des Littorelletea uniflorae";"0";"0,03";"C";;
"35476";"7607";"FR7200685";"16387";"3150-2";"Plans d’eau eutrophes avec dominance de macrophytes libres submergés";"0";"0,03";"C";;
"35477";"7607";"FR7200685";"16387";"3150-4";"Rivières, canaux et fossés eutrophes des marais naturels";"0,01";"0,12";"C";;
"35478";"7607";"FR7200685";"16388";"3270-1";"Bidention des rivières et Chenopodion rubri (hors Loire)";"0,23";"2,22";"C";;
"35479";"7607";"FR7200685";"16389";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"0,04";"0,36";"C";;
"35480";"7607";"FR7200685";"8426";"91E0-1";"Saulaies arborescentes à Saule blanc";"4,97";"47";"B";;
"35481";"7607";"FR7200685";"8426";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"11,75";"111";"B";;
"35482";"7609";"FR7200703";"18792";"2260-1";"Dunes à végétation sclérophylle des Cisto-Lavanduletalia";"1,66";"5";"B";;
"35483";"7609";"FR7200703";"18793";"1210-1";"Laisses de mer sur substrat sableux à vaseux des côtes Manche-Atlantique et mer du Nord";"0,2";"0,6";"B";;
"35484";"7609";"FR7200703";"7362";"2180-4";"Arrière-dunes boisées à Chêne pédonculé";"1,04";"3,15";"B";;
"35485";"7609";"FR7200703";"7363";"2110-1";"Dunes mobiles embryonnaires atlantiques";"0,34";"1,02";"B";;
"35486";"7609";"FR7200703";"7362";"2180-2";"Dunes boisées littorales thermo-atlantiques à Chêne vert";"3,24";"9,78";"B";;
"35487";"7609";"FR7200703";"18791";"2130-2";"Dunes grises des côtes atlantiques";"0";;"B";;
"35488";"7609";"FR7200703";"7364";"2120-1";"Dunes mobiles à Ammophila arenaria subsp. arenaria des côtes atlantiques";"4,37";"13,21";"B";;
"35489";"7609";"FR7200703";"18791";"2130-5";"Pelouses rases annuelles arrière-dunaires";"0";;"B";;
"35490";"7609";"FR7200703";"7366";"2170-1";"Dunes à Saule des dunes";"0,26";"0,79";"B";;
"35491";"7609";"FR7200703";"7365";"2190-3";"Bas-marais dunaires";"0,2";"0,6";"B";;
"35492";"7617";"FR7200749";"17126";"8210-21";"Végétation des rochers calcaires de l'étage montagnard, insensible à l’exposition, des Pyrénées";"0,39";"57";"B";;
"35493";"7617";"FR7200749";"17126";"8210-23";"Végétation des rochers calcaires et conglomériques de l'étage montagnard, exposés au nord, des Pyrénées";"0,1";"15,3";"B";;
"35494";"7617";"FR7200749";"17111";"4090-6";"Landes épineuses pyrénéo-cantabriques";"1,5";"221,59";"C";;
"35495";"7617";"FR7200749";"17118";"6430-9";"Végétation vivace herbacée haute hygrophile des étages montagnard à alpin des Mulgedio-Aconitetea des Pyrénées";"0,69";"102";"C";;
"35496";"7617";"FR7200749";"8190";"4030-1";"Landes ibéro-atlantiques thermophiles";"5,69";"840";"C";;
"35497";"7617";"FR7200749";"17118";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,42";"62";"C";;
"35498";"7617";"FR7200749";"17118";"6430-3";"Mégaphorbiaies à Pétasite hybride";"0,16";"23,2";"C";;
"35499";"7617";"FR7200749";"17118";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,02";"3,3";"C";;
"35500";"7617";"FR7200749";"17118";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"2,09";"309";"C";;
"35501";"7617";"FR7200749";"8192";"7110-1";"Végétation des tourbières hautes actives";"0,12";"17,97";"C";;
"35502";"7617";"FR7200749";"17127";"8230-3";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses des Pyrénées";"0,1";"15,01";"C";;
"35503";"7617";"FR7200749";"8199";"91E0-1";"Saulaies arborescentes à Saule blanc";"0";"0,5";"C";;
"35504";"7617";"FR7200749";"8199";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"2,95";"435";"C";;
"35505";"7617";"FR7200749";"17131";"9150-9";"Hêtraies, hêtraies-sapinières à Seslérie bleue des Pyrénées";"0,65";"96,01";"C";;
"35506";"7617";"FR7200749";"17132";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"1,94";"287";"C";;
"35507";"7617";"FR7200749";"8197";"8130-20";"Éboulis carbonatés collinéens à montagnards des Pyrénées occidentales";"0,05";"7,95";"C";;
"35508";"7617";"FR7200749";"17132";"9180-3";"Ormaies à Orme de montagne et Androsème";"0,43";"63";"C";;
"35509";"7617";"FR7200749";"8196";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,01";"1,79";"C";;
"35510";"7617";"FR7200749";"17126";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0,2";"29";"B";;
"35511";"7617";"FR7200749";"17126";"8210-18";"Falaises calcaires ombragées collinéennes à montagnardes, de la Bourgogne, du Jura, des Préalpes et des Pyrénées centrales";"0,77";"114";"B";;
"35512";"7617";"FR7200749";"8195";"7150-1";"Dépressions sur substrats tourbeux du Rhynchosporion";"0";"0,01";"A";;
"35513";"7617";"FR7200749";"8189";"4020-1";"Landes humides atlantiques tempérées à Bruyère ciliée et Bruyère à quatre angles";"0,1";"15,31";"C";;
"35514";"7617";"FR7200749";"17113";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"3,47";"512,1";"C";;
"35515";"7617";"FR7200749";"8198";"9120-3";"Hêtraies acidiphiles montagnardes à Houx";"29,37";"4336";"C";;
"35516";"7617";"FR7200749";"17132";"9180-13";"Tillaies sèches à Buis des Pyrénées";"0,3";"45";"C";;
"35517";"7617";"FR7200749";"17116";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"4,59";"678";"C";;
"35518";"7617";"FR7200749";"17117";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0";"0,46";"C";;
"35519";"7617";"FR7200749";"17121";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"1,98";"292";"C";;
"35520";"7617";"FR7200749";"8193";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0";"0,1";"C";;
"35521";"7618";"FR7200750";"17042";"6430-6";"Végétations des lisières forestières nitrophiles, hygroclines, héliophiles à semi-héliophiles";"0,03";"4,2";"C";;
"35522";"7618";"FR7200750";"17043";"6510-1";"Prairies fauchées thermo-atlantiques méso-hygrophiles du Sud-Ouest";"0,07";"10,2";"C";;
"35523";"7618";"FR7200750";"17043";"6510-3";"Prairies fauchées mésophiles à méso-xérophiles thermo-atlantiques";"0,26";"40,1";"C";;
"35524";"7618";"FR7200750";"8289";"8210-21";"Végétation des rochers calcaires de l'étage montagnard, insensible à l’exposition, des Pyrénées";"1,12";"172,6";"B";;
"35525";"7618";"FR7200750";"17052";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"0,28";"43,1";"A";;
"35526";"7618";"FR7200750";"17052";"9180-13";"Tillaies sèches à Buis des Pyrénées";"0,22";"33,8";"A";;
"35527";"7618";"FR7200750";"17054";"91E0-1";"Saulaies arborescentes à Saule blanc";"0";"0,33";"C";;
"35528";"7618";"FR7200750";"17054";"91E0-11";"Aulnaies à hautes herbes";"1,15";"177,4";"C";;
"35529";"7618";"FR7200750";"17044";"7120-1";"Végétation dégradée des tourbières hautes actives, susceptible de restauration";"0,01";"1,49";"C";;
"35530";"7618";"FR7200750";"17047";"8130-15";"Éboulis carbonatés subalpins à alpins à Ibéris spatulé et Renoncule à feuilles de parnassie, des Pyrénées";"0,05";"7,3";"A";;
"35531";"7618";"FR7200750";"8289";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0";"0,02";"B";;
"35532";"7618";"FR7200750";"8289";"8210-14";"Végétation des fissures de rochers ou de pieds de falaises calcaires des étages supraforestiers";"0,22";"33,4";"B";;
"35533";"7618";"FR7200750";"8289";"8210-16";"Végétation des rochers et gélifracts suintants, des étages montagnards à subalpins, des Pyrénées";"0,15";"22,5";"B";;
"35534";"7618";"FR7200750";"8289";"8210-18";"Falaises calcaires ombragées collinéennes à montagnardes, de la Bourgogne, du Jura, des Préalpes et des Pyrénées centrales";"0,32";"49";"B";;
"35535";"7618";"FR7200750";"8282";"4060-4";"Landes subalpines acidiphiles hautes à Rhododendron ferrugineux";"0,02";"3,3";"C";;
"35536";"7618";"FR7200750";"8282";"4060-7";"Landes subalpines secondaires des soulanes des Pyrénées";"0,37";"56,59";"C";;
"35537";"7618";"FR7200750";"17036";"4090-6";"Landes épineuses pyrénéo-cantabriques";"2,84";"436,12";"B";;
"35538";"7618";"FR7200750";"17037";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"0,53";"81,43";"C";;
"35539";"7618";"FR7200750";"17039";"6140-1";"Pelouses acidiphiles et mésophiles pyrénéennes denses à gispet";"0,21";"32,87";"C";;
"35540";"7618";"FR7200750";"17043";"6510-6";"Prairies fauchées collinéennes à submontagnardes, mésophiles, mésotrophiques et basophiles";"0,21";"32,4";"C";;
"35541";"7618";"FR7200750";"8289";"8210-23";"Végétation des rochers calcaires et conglomériques de l'étage montagnard, exposés au nord, des Pyrénées";"0,01";"2";"B";;
"35542";"7618";"FR7200750";"17050";"9120-3";"Hêtraies acidiphiles montagnardes à Houx";"20,4";"3134,5";"B";;
"35543";"7618";"FR7200750";"17051";"9150-9";"Hêtraies, hêtraies-sapinières à Seslérie bleue des Pyrénées";"1,75";"269,47";"C";;
"35544";"7618";"FR7200750";"17052";"9180-3";"Ormaies à Orme de montagne et Androsème";"1,97";"302";"A";;
"35545";"7618";"FR7200750";"8284";"6170-14";"Pelouses calcicoles orophiles sèches des Pyrénées";"1,46";"223,6";"C";;
"35546";"7618";"FR7200750";"8284";"6170-3";"Pelouses calcicoles orophiles méso-hygrophiles des Pyrénées";"2,94";"452";"C";;
"35547";"7618";"FR7200750";"17040";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"4,42";"678,28";"C";;
"35548";"7618";"FR7200750";"17041";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,03";"5,3";"C";;
"35549";"7618";"FR7200750";"17041";"6410-10";"Prés humides acidiphiles thermo-atlantiques sur sol à assèchement estival";"0,01";"1,3";"C";;
"35550";"7618";"FR7200750";"17047";"8130-3";"Éboulis carbonatés montagnards à subalpins à Cirse glabre, des Pyrénées";"0,35";"54,2";"A";;
"35551";"7618";"FR7200750";"8287";"7220-1";"Communautés des sources et suintements carbonatés";"0,12";"17,82";"C";;
"35552";"7618";"FR7200750";"8288";"7230-1";"Végétation des bas-marais neutro-alcalins";"0,08";"12,08";"C";;
"35553";"7618";"FR7200750";"17045";"8110-6";"Éboulis siliceux montagnards à subalpins frais des Pyrénées";"0,01";"1,02";;;
"35554";"7618";"FR7200750";"8281";"4030-1";"Landes ibéro-atlantiques thermophiles";"4,6";"707";"C";;
"35555";"7618";"FR7200750";"8281";"4030-6";"Landes atlantiques sèches méridionales";"0,01";"1";"C";;
"35556";"7618";"FR7200750";"8284";"6170-5";"Landines des corniches et pentes calcaires fraîches des Pyrénées";"0,74";"113,6";"C";;
"35557";"7618";"FR7200750";"8285";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"5,77";"887";"C";;
"35558";"7618";"FR7200750";"8285";"6230-15";"Pelouses acidiphiles montagnardes des Pyrénées";"2,28";"350";"C";;
"35559";"7618";"FR7200750";"17042";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,12";"19";"C";;
"35560";"7618";"FR7200750";"17042";"6430-2";"Mégaphorbiaies mésotrophes montagnardes";"0,42";"64,9";"C";;
"35561";"7618";"FR7200750";"17042";"6430-3";"Mégaphorbiaies à Pétasite hybride";"0,15";"23,3";"C";;
"35562";"7618";"FR7200750";"17042";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"1,09";"167";"C";;
"35563";"7618";"FR7200750";"17042";"6430-9";"Végétation vivace herbacée haute hygrophile des étages montagnard à alpin des Mulgedio-Aconitetea des Pyrénées";"0,54";"83";"C";;
"35564";"7618";"FR7200750";"8286";"7110-1";"Végétation des tourbières hautes actives";"0,06";"9,54";"B";;
"35565";"7618";"FR7200750";"17046";"8120-6";"Éboulis calcaires montagnards à subalpins à éléments moyens et gros des Pyrénées";"0,14";"20,97";"A";;
"35566";"7618";"FR7200750";"17047";"8130-20";"Éboulis carbonatés collinéens à montagnards des Pyrénées occidentales";"0,01";"1,1";"A";;
"35567";"7618";"FR7200750";"17048";"8230-3";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses des Pyrénées";"0,01";"1,64";"C";;
"35568";"7619";"FR7200752";"17026";"6210-6";"Pelouses calcicoles mésophiles des Pyrénées et du piémont nord-pyrénéen";"15,03";"2043";"C";;
"35569";"7619";"FR7200752";"17027";"6230-5";"Pelouses acidiphiles thermo-atlantiques";"7,18";"976";"C";;
"35570";"7619";"FR7200752";"8164";"6410-6";"Prés humides et bas-marais acidiphiles atlantiques";"0,08";"10,69";"C";;
"35571";"7619";"FR7200752";"8165";"6430-7";"Végétations des lisières forestières nitrophiles, hygroclines, semi-sciaphiles à sciaphiles";"1,39";"189,28";"C";;
"35572";"7619";"FR7200752";"17028";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"0,01";"1,2";"C";;
"35573";"7619";"FR7200752";"8170";"8210-9";"Falaises calcaires planitiaires et collinéennes";"0,08";"11,11";"C";;
"35574";"7619";"FR7200752";"8170";"8210-14";"Végétation des fissures de rochers ou de pieds de falaises calcaires des étages supraforestiers";"0,04";"5,9";"C";;
"35575";"7619";"FR7200752";"17022";"4090-6";"Landes épineuses pyrénéo-cantabriques";"5,61";"763,1";"C";;
"35576";"7619";"FR7200752";"17024";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"1,21";"163,95";"C";;
"35710";"7660";"FR8301074";"3810";"6510-4";"Prairies fauchées collinéennes à submontagnardes, mésohygrophiles";"0,26";"7,62";"C";;
"35711";"7660";"FR8301074";"3810";"6510-7";"Prairies fauchées collinéennes à submontagnardes eutrophiques";"1,26";"36,92";"C";;
"35712";"7660";"FR8301074";"3811";"8230-2";"Pelouses pionnières montagnardes à subalpines des dalles siliceuses du Massif central";"0,04";"1,17";"B";;
"35713";"7660";"FR8301074";"14660";"9130-4";"Hêtraies-chênaies subatlantiques à Mélique ou à Chèvrefeuille";"0,11";"3,09";"C";;
"35714";"7660";"FR8301074";"3807";"4030-10";"Landes acidiphiles subatlantiques sèches à subsèches";"0,02";"0,5";"B";;
"35715";"7660";"FR8301074";"14654";"5130-2";"Junipéraies secondaires planitiaires à montagnardes à genévrier commun";"0";"0,04";;;
"35716";"7660";"FR8301074";"14656";"6120-1";"Pelouses pionnières à post-pionnières sur sables silico-calcaires plus ou moins stabilisés";"0";"0,01";;;
"35717";"7660";"FR8301074";"14657";"6210-19";"Pelouses calcicoles mésophiles acidiclines du Massif central et des Pyrénées";"2,28";"66,78";"B";;
"35718";"7660";"FR8301074";"14658";"6430-1";"Mégaphorbiaies mésotrophes collinéennes";"0,08";"2,34";"B";;
"35719";"7660";"FR8301074";"3811";"8230-4";"Pelouses pionnières continentales et subatlantiques des dalles siliceuses sèches et chaudes";"0,36";"10,57";"B";;
"35720";"7660";"FR8301074";"14661";"9180-10";"Tillaies hygrosciaphiles, calcicoles à acidiclines, du Massif central et des Pyrénées";"0";"0,02";;;
"35721";"7660";"FR8301074";"3812";"91E0-6";"Aulnaies-frênaies de rivières à eaux rapides à Stellaire des bois sur alluvions siliceuses";"0,01";"0,29";"C";;
"35722";"7660";"FR8301074";"3812";"91E0-8";"Aulnaies-frênaies à Laîche espacée des petits ruisseaux";"0,26";"7,49";"C";;
"35723";"7660";"FR8301074";"14662";"91F0-3";"Chênaies-ormaies à Frêne oxyphylle";"2,27";"66,49";"C";;
"35724";"7660";"FR8301074";"14651";"3150-3";"Plans d’eau eutrophes avec dominance de macrophytes libres flottant à la surface de l'eau";"0";"0,05";"C";;
"35725";"7660";"FR8301074";"14657";"6210-31";"Pelouses calcicoles xérophiles subcontinentales du Massif central et des Pyrénées";"0,04";"1,17";"B";;
"35726";"7660";"FR8301074";"14657";"6210-38";"Pelouses subatlantiques xériques acidoclines sur sables alluviaux";"0,26";"7,52";"B";;
"35727";"7664";"FR8302019";"16722";"6210-36";"Pelouses calcicoles subatlantiques xériques et acidiclines sur basaltes et granites du Massif central et du Sud-Est";"0,21";"0,17";"C";;
"35728";"7665";"FR8302034";"18624";"6230-4";"Pelouses acidiclines montagnardes du Massif central";"13,53";"212,3";"B";"Evaluation à dire d'expert";
"35729";"7665";"FR8302034";"18625";"6210-19";"Pelouses calcicoles mésophiles acidiclines du Massif central et des Pyrénées";"1,15";"18";"B";"Evaluation à dire d'expert";
"35730";"7665";"FR8302034";"16009";"6430-8";"Mégaphorbiaies montagnardes et subalpines des Alpes, du Jura, des Vosges et du Massif central";"0,27";"4,24";"B";"Evaluation à dire d'expert";
