"PK_HABIT1";"FPK_NATURA";"SITECODE";"CD_UE";"LB_HABDH_FR";"COVER";"REPRESENT";"REL_SURF";"CONSERVE";"GLOBAL";"CAVES";"QUALITY";"AREA";"PF";"CONSERVE_TENDANCE";"CONSERVE_CRITERE_AUTRE";"CONSERVE_CRITERE_STRUCT_FONCT";"CONSERVE_CRITERE_SURFACE";"CONSERVE_METHODE";"INVENTAIRE_ANNEE_MIN";"INVENTAIRE_ANNEE";"INVENTAIRE_AUTEUR";"CD_HAB";"CONSERVE_METHODE_COMMENTAIRE"
"38507";"5817";"FR8302003";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,21";"B";"C";"B";"C";;"G";"1,09";"false";;;;;;"";"";;"2835";
"38508";"5817";"FR8302003";"7110";"Tourbières hautes actives";"0,08";"C";"C";"B";"C";;"G";"0,4";"true";;;;;;"";"";;"2821";
"38509";"5817";"FR8302003";"7150";"Dépressions sur substrats tourbeux du Rhynchosporion";"0,29";"C";"C";"B";"C";;"G";"1,48";"false";;;;;;"";"";;"2825";
"38510";"5817";"FR8302003";"9190";"Vieilles chênaies acidophiles des plaines sablonneuses à Quercus robur";"1,58";"B";"C";"B";"B";;"G";"8,01";"false";;;;;;"";"";;"2791";
"38511";"5817";"FR8302003";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,2";"C";"C";"B";"C";;"G";"1,03";"true";;;;;;"";"";;"2797";
"38512";"5817";"FR8302003";"7230";"Tourbières basses alcalines";"0,01";"C";"C";"B";"C";;"G";"0,05";"false";;;;;;"";"";;"2874";
"38513";"5817";"FR8302003";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,08";"D";;;;;"M";"0,41";"true";;;;;;"";"";;"2794";
"38514";"5817";"FR8302003";"3130";"Eaux stagnantes, oligotrophes à mésotrophes avec végétation des Littorelletea uniflorae et/ou des Isoeto-Nanojuncetea";"0,03";"C";"C";"B";"C";;"G";"0,15";"false";;;;;;"";"";;"2756";
"38515";"5817";"FR8302003";"7120";"Tourbières hautes dégradées encore susceptibles de régénération naturelle";"0,01";"B";"C";"C";"C";;"G";"0,05";"false";;;;;;"";"";;"2826";
"38516";"5817";"FR8302003";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,03";"C";"C";"B";"C";;"G";"0,13";"false";;;;;;"";"";;"2839";
"38517";"5817";"FR8302003";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0";"C";"C";"C";"C";;"M";"0";"false";;;;;;"";"";;"2767";
"38518";"5817";"FR8302003";"6410";"Prairies à Molinia sur sols calcaires, tourbeux ou argilo-limoneux (Molinion caeruleae)";"5,7";"A";"C";"B";"C";;"G";"28,9";"false";;;;;;"";"";;"2833";
"38527";"5819";"FR8302017";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,41";"D";;;;;"G";"1,14";"false";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2835";
"38528";"5819";"FR8302017";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"4,83";"C";"C";"C";"C";;"G";"13,56";"false";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2842";
"38529";"5819";"FR8302017";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,02";"D";;;;;"G";"0,06";"true";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2797";
"38530";"5819";"FR8302017";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"0";"C";"C";"B";"C";;"G";"0,01";"false";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2787";
"38531";"5819";"FR8302017";"8230";"Roches siliceuses avec végétation pionnière du Sedo-Scleranthion ou du Sedo albi-Veronicion dillenii";"0,27";"B";"C";"B";"B";;"G";"0,77";"false";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2788";
"38532";"5819";"FR8302017";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"10,79";"B";"C";"C";"C";;"G";"30,33";"false";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2839";
"38533";"5819";"FR8302017";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"1,61";"C";"C";"C";"C";;"G";"4,52";"true";;"false";"false";"false";;"";"2016";"CEN Auvergne";"2794";
"38534";"5820";"FR8302018";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"0,56";"B";"C";"C";"C";;"G";"1,46";"true";;"false";"false";"false";;"";"2015";"CEN Auvergne";"2794";
"38535";"5820";"FR8302018";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,23";"A";"C";"C";"C";;"G";"0,6";"false";;"false";"false";"false";;"";"2015";"CEN Auvergne";"2835";
"38536";"5820";"FR8302018";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,05";"A";"C";"C";"C";;"G";"0,14";"true";;;;;;"";"2015";"CEN Auvergne";"2797";
"38537";"5820";"FR8302018";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,21";"C";"C";"C";"C";;"G";"0,55";"false";;"false";"false";"false";;"";"2015";"CEN Auvergne";"2842";
"38538";"5820";"FR8302018";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"0,04";"C";"C";"C";"C";;"G";"0,1";"false";;"false";"false";"false";;"";"2015";"CEN Auvergne";"2787";
"38539";"5820";"FR8302018";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"5,07";"C";"C";"C";"C";;"G";"13,29";"false";;;;;;"";"2015";"CEN Auvergne";"2839";
"38565";"5823";"FR9101393";"3170";"Mares temporaires méditerranéennes";"0,01";"A";"C";"C";"B";;"G";"0,87";"true";"Stable";"false";"true";"false";"Habitats Lozère (Klesczewski 2012)";"";"";;"2760";
"38566";"5823";"FR9101393";"5210";"Matorrals arborescents à Juniperus spp.";"1,23";"B";"C";"B";"B";;"G";"131,09";"false";"Stable";"false";"true";"false";"Habitats Lozère (Klesczewski 2012)";"";"";;"2849";
"38568";"5823";"FR9101393";"9340";"Forêts à Quercus ilex et Quercus rotundifolia";"16,56";"C";"C";"C";"C";;"G";"1771,2";"false";"Positive";"false";"true";"false";"Habitats Lozère (Klesczewski 2012)";"";"";;"2729";
"38569";"5823";"FR9101393";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0";"C";"C";"C";"C";;"G";"0,06";"false";"Stable";"false";"true";"false";"Habitats Lozère (Klesczewski 2012)";"";"";;"2757";
"38570";"5823";"FR9101393";"3250";"Rivières permanentes méditerranéennes à Glaucium flavum";"0,02";"C";"C";"C";"C";;"G";"1,8";"false";"Stable";"false";"true";"false";"Evaluation à dire d’expert";"";"";;"2769";
"38571";"5823";"FR9101393";"3290";"Rivières intermittentes méditerranéennes du Paspalo-Agrostidion";"0,09";"C";"C";"C";"C";;"G";"9,4";"false";"Stable";"false";"true";"false";"Evaluation à dire d’expert";"";"";;"2692";
"38572";"5823";"FR9101393";"6420";"Prairies humides méditerranéennes à grandes herbes du Molinio-Holoschoenion";"0,05";"C";"C";"C";"C";;"G";"5,68";"false";"Stable";"false";"true";"false";"Habitats Lozère (Klesczewski 2012)";"";"";;"2834";
"38573";"5823";"FR9101393";"8310";"Grottes non exploitées par le tourisme";"0";"B";"C";"B";"B";"115";"G";"0";"false";"Stable";"false";"true";"false";"Evaluation à dire d’expert";"";"";;"2789";
"38574";"5823";"FR9101393";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"12,56";"A";"C";"C";"B";;"G";"1342,7";"true";"Négative";"false";"true";"false";"Habitats Lozère (Klesczewski 2012)";"";"";;"2802";
"38576";"5823";"FR9101393";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0,02";"D";;;;;"G";"2,06";"false";"Négative";"false";"true";"false";;"";"";;"2783";
"38582";"5825";"FR9102010";"8310";"Grottes non exploitées par le tourisme";"0";"D";;;;;"M";"0,02";"false";;;;;;"";"";;"2789";
"38583";"5825";"FR9102010";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"31,2";"B";"C";"C";"C";;"M";"757,54";"false";;;;;;"";"";;"2842";
"38584";"5825";"FR9102010";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"0,1";"D";;;;;"M";"2,43";"true";;;;;;"";"";;"2797";
"38585";"5825";"FR9102010";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0,1";"D";;;;;"M";"2,43";"false";;;;;;"";"";;"2783";
"38586";"5825";"FR9102010";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"10,7";"B";"C";"B";"C";;"M";"259,8";"false";;;;;;"";"";;"2876";
"38587";"5825";"FR9102010";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0,1";"D";;;;;"M";"2,43";"true";;;;;;"";"";;"2819";
"38588";"5825";"FR9102010";"5120";"Formations montagnardes à Cytisus purgans";"0,1";"D";;;;;"M";"2,43";"false";;;;;;"";"";;"2809";
"38589";"5825";"FR9102010";"8220";"Pentes rocheuses siliceuses avec végétation chasmophytique";"0,1";"D";;;;;"M";"2,43";"false";;;;;;"";"";;"2787";
"38590";"5825";"FR9102010";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"11,9";"C";"C";"C";"C";;"M";"288,93";"true";;;;;;"";"";;"2794";
"38591";"5825";"FR9102010";"9530";"Pinèdes (sub)méditerranéennes de pins noirs endémiques";"42,3";"C";"C";"B";"C";;"M";"1027,04";"true";;;;;;"";"";;"2848";
"38592";"5825";"FR9102010";"9430";"Forêts montagnardes et subalpines à Pinus uncinata (* si sur substrat gypseux ou calcaire)";"0,1";"D";;;;;"M";"2,43";"false";;;;;;"";"";;"2845";
"38593";"5825";"FR9102010";"9340";"Forêts à Quercus ilex et Quercus rotundifolia";"3,1";"D";;;;;"M";"75,27";"false";;;;;;"";"";;"2729";
"38594";"5825";"FR9102010";"4060";"Landes alpines et boréales";"0,1";"D";;;;;"M";"2,43";"false";;;;;;"";"";;"2696";
"39009";"5844";"FR9301537";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"0";"C";"C";"B";"C";;"P";"0,2";"false";;;;;;"";"";;"2758";
"39010";"5844";"FR9301537";"3240";"Rivières alpines avec végétation ripicole ligneuse à Salix elaeagnos";"0,01";"C";"C";"C";"C";;"M";"0,6";"false";;;;;;"";"";;"2766";
"39011";"5844";"FR9301537";"4090";"Landes oroméditerranéennes endémiques à genêts épineux";"1,11";"A";"C";"A";"A";;"M";"55";"false";;;;;;"";"";;"2699";
"39012";"5844";"FR9301537";"5210";"Matorrals arborescents à Juniperus spp.";"0";"C";"C";"B";"C";;"M";"0,1";"false";;;;;;"";"";;"2849";
"39013";"5844";"FR9301537";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"0,06";"B";"C";"B";"B";;"M";"2,9";"true";;;;;;"";"";;"2857";
"39014";"5844";"FR9301537";"6170";"Pelouses calcaires alpines et subalpines";"3,64";"B";"C";"A";"B";;"M";"180";"false";;;;;;"";"";;"2869";
"39015";"5844";"FR9301537";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"0,22";"C";"C";"B";"C";;"M";"11";"false";;;;;;"";"";;"2839";
"39016";"5844";"FR9301537";"8120";"Eboulis calcaires et de schistes calcaires des étages montagnard à alpin (Thlaspietea rotundifolii)";"1,17";"C";"C";"A";"B";;"M";"58";"false";;;;;;"";"";;"2782";
"39017";"5844";"FR9301537";"8130";"Eboulis ouest-méditerranéens et thermophiles";"1,98";"B";"C";"A";"B";;"M";"98";"false";;;;;;"";"";;"2783";
"39018";"5844";"FR9301537";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"11,19";"A";"C";"A";"A";;"M";"553";"false";;;;;;"";"";;"2815";
"39019";"5844";"FR9301537";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"4,51";"B";"C";"B";"B";;"M";"223";"false";;;;;;"";"";;"2842";
"39020";"5844";"FR9301537";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"1,09";"B";"C";"A";"B";;"M";"54";"false";;;;;;"";"";;"2804";
"39021";"5844";"FR9301537";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,02";"C";"C";"B";"C";;"M";"1,2";"false";;;;;;"";"";;"2835";
"39022";"5844";"FR9301537";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,26";"C";"C";"A";"B";;"M";"13";"false";;;;;;"";"";;"2876";
"39023";"5844";"FR9301537";"9110";"Hêtraies du Luzulo-Fagetum";"13,22";"B";"C";"B";"B";;"M";"653";"false";;;;;;"";"";;"2813";
"39024";"5844";"FR9301537";"4060";"Landes alpines et boréales";"2,25";"A";"C";"A";"A";;"M";"111";"false";;;;;;"";"";;"2696";
"39025";"5844";"FR9301537";"6230";"Formations herbeuses à Nardus, riches en espèces, sur substrats siliceux des zones montagnardes (et des zones submontagnardes de l'Europe continentale)";"3";"B";"C";"B";"B";;"M";"148";"true";;;;;;"";"";;"2797";
"39026";"5844";"FR9301537";"9180";"Forêts de pentes, éboulis ou ravins du Tilio-Acerion";"0,77";"A";"C";"B";"B";;"M";"38";"true";;;;;;"";"";;"2819";
"39089";"5848";"FR9301552";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"6,86";"A";"C";"A";"B";;"G";"6,86";"false";;;;;;"";"";;"2876";
"39090";"5848";"FR9301552";"8130";"Eboulis ouest-méditerranéens et thermophiles";"5,16";"A";"C";"A";"B";;"G";"5,16";"false";;;;;;"";"";;"2783";
"39091";"5848";"FR9301552";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"10,3";"A";"C";"C";"B";;"G";"10,3";"false";;;;;;"";"";;"2842";
"39092";"5848";"FR9301552";"4090";"Landes oroméditerranéennes endémiques à genêts épineux";"38";"A";"C";"B";"B";;"G";"38";"false";;;;;;"";"";;"2699";
"39093";"5848";"FR9301552";"6170";"Pelouses calcaires alpines et subalpines";"0,83";"C";"C";"B";"C";;"G";"0,83";"false";;;;;;"";"";;"2869";
"39094";"5848";"FR9301552";"6520";"Prairies de fauche de montagne";"12";"A";"C";"A";"B";;"G";"12";"false";;;;;;"";"";;"2840";
"39095";"5848";"FR9301552";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,27";"C";"C";"B";"C";;"G";"0,27";"false";;;;;;"";"";;"2835";
"39299";"5859";"FR9301578";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0,3";"B";"C";"B";"A";;"M";"6,1";"false";;;;;;"";"";;"2767";
"39300";"5859";"FR9301578";"3270";"Rivières avec berges vaseuses avec végétation du Chenopodion rubri p.p. et du Bidention p.p.";"0,02";"B";"C";"B";"B";;"M";"0,5";"false";;;;;;"";"";;"2768";
"39301";"5859";"FR9301578";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"0,1";"C";"C";"B";"B";;"M";"2,03";"false";;;;;;"";"";;"2804";
"39302";"5859";"FR9301578";"5210";"Matorrals arborescents à Juniperus spp.";"0,6";"C";"C";"B";"B";;"M";"12,2";"false";;;;;;"";"";;"2849";
"39303";"5859";"FR9301578";"6220";"Parcours substeppiques de graminées et annuelles des Thero-Brachypodietea";"0,4";"A";"C";"B";"C";;"M";"8,14";"true";;;;;;"";"";;"2802";
"39304";"5859";"FR9301578";"6420";"Prairies humides méditerranéennes à grandes herbes du Molinio-Holoschoenion";"0,6";"A";"C";"B";"B";;"M";"12,2";"false";;;;;;"";"";;"2834";
"39305";"5859";"FR9301578";"6430";"Mégaphorbiaies hygrophiles d'ourlets planitiaires et des étages montagnard à alpin";"0,02";"B";"C";"B";"B";;"M";"0,41";"false";;;;;;"";"";;"2835";
"39306";"5859";"FR9301578";"6510";"Prairies maigres de fauche de basse altitude (Alopecurus pratensis, Sanguisorba officinalis)";"21,6";"A";"C";"B";"A";;"M";"552";"false";;;;;;"";"";;"2839";
"39307";"5859";"FR9301578";"7220";"Sources pétrifiantes avec formation de tuf (Cratoneurion)";"0,02";"B";"C";"B";"B";;"M";"0,41";"true";;;;;;"";"";;"2778";
"39308";"5859";"FR9301578";"8130";"Eboulis ouest-méditerranéens et thermophiles";"0,05";"B";"C";"B";"B";;"M";"1,02";"false";;;;;;"";"";;"2783";
"39309";"5859";"FR9301578";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,1";"B";"C";"B";"B";;"M";"2,03";"false";;;;;;"";"";;"2876";
"39310";"5859";"FR9301578";"91E0";"Forêts alluviales à Alnus glutinosa et Fraxinus excelsior (Alno-Padion, Alnion incanae, Salicion albae)";"2,8";"A";"C";"B";"B";;"M";"56,95";"true";;;;;;"";"";;"2794";
"39311";"5859";"FR9301578";"91F0";"Forêts mixtes à Quercus robur, Ulmus laevis, Ulmus minor, Fraxinus excelsior ou Fraxinus angustifolia, riveraines des grands fleuves (Ulmenion minoris)";"0,1";"A";"C";"A";"A";;"M";"2,03";"false";;;;;;"";"";;"2795";
"39312";"5859";"FR9301578";"92A0";"Forêts-galeries à Salix alba et Populus alba";"6,89";"B";"C";"B";"A";;"M";"176";"false";;;;;;"";"";;"2736";
"39313";"5859";"FR9301578";"1410";"Prés-salés méditerranéens (Juncetalia maritimi)";"0,05";"A";"C";"A";"B";;"M";"1,02";"false";;;;;;"";"";;"2661";
"39314";"5859";"FR9301578";"3170";"Mares temporaires méditerranéennes";"0,09";"A";"C";"B";"B";;"M";"2,1";"true";;;;;;"";"";;"2760";
"39584";"5873";"FR9301617";"5110";"Formations stables xérothermophiles à Buxus sempervirens des pentes rocheuses (Berberidion p.p.)";"0,2";"C";"C";"B";"C";;"M";"2,53";"false";;;;;;"";"";;"2804";
"39585";"5873";"FR9301617";"5210";"Matorrals arborescents à Juniperus spp.";"3,98";"A";"C";"A";"A";;"M";"51";"false";;;;;;"";"";;"2849";
"39586";"5873";"FR9301617";"9150";"Hêtraies calcicoles médio-européennes du Cephalanthero-Fagion";"22,48";"B";"C";"C";"B";;"M";"288";"false";;;;;;"";"";;"2815";
"39587";"5873";"FR9301617";"6210";"Pelouses sèches semi-naturelles et faciès d'embuissonnement sur calcaires (Festuco-Brometalia) (* sites d'orchidées remarquables)";"0,02";"D";;;;;"M";"0,27";"false";;;;;;"";"";;"2842";
"39588";"5873";"FR9301617";"4090";"Landes oroméditerranéennes endémiques à genêts épineux";"4,76";"B";"C";"B";"B";;"M";"61";"false";;;;;;"";"";;"2699";
"39593";"5873";"FR9301617";"8310";"Grottes non exploitées par le tourisme";"0";"C";"C";"B";"C";"1";"M";"0";"false";;;;;;"";"";;"2789";
"39594";"5873";"FR9301617";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"0,01";"C";"C";"B";"C";;"M";"0,07";"false";;;;;;"";"";;"2757";
"39595";"5873";"FR9301617";"6110";"Pelouses rupicoles calcaires ou basiphiles de l'Alysso-Sedion albi";"0,02";"C";"C";"B";"C";;"M";"0,32";"true";;;;;;"";"";;"2857";
"39596";"5873";"FR9301617";"8160";"Eboulis médio-européens calcaires des étages collinéen à montagnard";"0,13";"C";"C";"B";"C";;"M";"1,66";"true";;;;;;"";"";;"2786";
"39597";"5873";"FR9301617";"8240";"Pavements calcaires";"2,19";"A";"C";"C";"B";;"M";"28";"true";;;;;;"";"";;"2864";
"39599";"5873";"FR9301617";"8210";"Pentes rocheuses calcaires avec végétation chasmophytique";"0,29";"C";"C";"C";"C";;"M";"3,72";"false";;;;;;"";"";;"2876";
"39614";"5875";"FR9301621";"3150";"Lacs eutrophes naturels avec végétation du Magnopotamion ou de l'Hydrocharition";"1,09";"C";"C";"B";"B";;"P";"0,91";"false";;;;;;"";"";;"2758";
"39615";"5875";"FR9301621";"3140";"Eaux oligomésotrophes calcaires avec végétation benthique à Chara spp.";"1,68";"C";"C";"B";"B";;"P";"1,4";"false";;;;;;"";"";;"2757";
"39616";"5875";"FR9301621";"3170";"Mares temporaires méditerranéennes";"5,88";"A";"C";"B";"A";;"P";"4,91";"true";;;;;;"";"";;"2760";
"39617";"5875";"FR9301621";"91B0";"Frênaies thermophiles à Fraxinus angustifolia";"0,12";"C";"C";"B";"B";;"P";"0,1";"false";;;;;;"";"";;"2792";
"39618";"5875";"FR9301621";"9340";"Forêts à Quercus ilex et Quercus rotundifolia";"22,89";"B";"C";"C";"C";;"P";"19";"false";;;;;;"";"";;"2729";
"39619";"5875";"FR9301621";"3260";"Rivières des étages planitiaire à montagnard avec végétation du Ranunculion fluitantis et du Callitricho-Batrachion";"0,12";"C";"C";"C";"C";;"P";"0,1";"false";;;;;;"";"";;"2767";
"39770";"5882";"FR9301995";"1140";"Replats boueux ou sableux exondés à marée basse";"0,02";"C";"C";"C";"C";;"M";"0,37";"false";;;;;;"";"";;"2710";
"39772";"5882";"FR9301995";"1120";"Herbiers de posidonies (Posidonion oceanicae)";"7,33";"A";"C";"C";"C";;"M";"141";"true";;"false";"false";"false";;"";"";;"2708";
"39773";"5882";"FR9301995";"8330";"Grottes marines submergées ou semi-submergées";"0";"A";"C";"B";"B";"1";"M";"0";"false";;;;;;"";"";;"2771";
"39775";"5882";"FR9301995";"1110";"Bancs de sable à faible couverture permanente d'eau marine";"13,72";"A";"C";"C";"C";;"M";"264";"false";;"false";"false";"false";;"";"";;"2707";
